Case Number,Type,Status,Project Name,Applied Date,Expiration Date,Completion Date,Module Name,Address,Main Parcel,Description
ZMOD-2023-0032      ,Zoning Modification - ZCASE,In Review,,5/30/2023,,,Plan,43555 RUSSELL BRANCH PKWY ASHBURN VA 20147,83363675000,BELMONT COVE REZONING : A Zoning Modification to modify Section 5-1403(B) to reduce the       building setback along Russell Branch Parkway from 75 feet to 35 feet.
LEGI-2023-0074,Legislative Land Development Application,In Review,,5/30/2023,,,Plan,43555 RUSSELL BRANCH PKWY ASHBURN VA 20147,83363675000,"ZMAP-2023-0006:  A Zoning Map Amendment to rezone 8.19 acres from the PD-OP district tothe R-16(ADU) district.                                               
ZMOD-2023-0032:  A Zoning Modification to modify Section 5-1403(B) to reduce the       building setback along Russell Branch Parkway from 75 feet to 35 feet.
ZMOD-2023-0036:  A Zoning Modification to modify Section 3-607(B) to allow buildings upto 55 feet in height without the need for additional setbacks for     buildings over 45 feet in height.                                     
"
ZMAP-2023-0006      ,Zoning Map Amendment - ZCASE,In Review,,5/30/2023,,,Plan,43555 RUSSELL BRANCH PKWY ASHBURN VA 20147,83363675000,BELMONT COVE REZONING : A Zoning Map Amendment to rezone 8.19 acres from the PD-OP district tothe R-16(ADU) district.
ZMOD-2023-0031      ,Zoning Modification - ZCASE,In Review,ARCOLA CENTER PROJECT,5/23/2023,,,Plan,,1.62152E+11,ARCOLA GROVE REZONING : A Zoning Modification (ZMOD) for Section 4-506(B) to permit a buildingheight of 60  maximum provided that a building may be erected to a    maximum height of 100  if it is set back from streets or from lo linesa distance of 1 foot for each foot of height that it exceeds the      60-foot limit.                                                        Applicant s ZMOD requests that buildings be developed up to a maximum height of 100  without additional setbacks from streets or lot lines.
ZMAP-2023-0005      ,Zoning Map Amendment - ZCASE,In Review,ARCOLA CENTER PROJECT,5/4/2023,,,Plan,,1.62152E+11,ARCOLA GROVE REZONING : A Zoning Map Amendment to rezone approximately 30 acres to build a    Utility Transmission Substation and data center. Four of the parcels  comprising the property are zoned Planned Development-Industrial Park (PD-IP) under the Revised 1993 Loudoun County Zoning Ordinance. The   other two parcels comprising the remainder of the property are zoned  Rural Commercial (RC). the entire Property to the PD-IP.
SPEX-2023-0015      ,Special Exception - SCASE,In Review,ARCOLA CENTER PROJECT,5/4/2023,,,Plan,,1.62152E+11,"ARCOLA GROVE REZONING : A Special Exception to permit a utility substation, transmission to bebuilt on the property."
SPMI-2023-0008      ,Special Exception - SCASE,Withdrawn,ARCOLA CENTER PROJECT,5/4/2023,,,Plan,,1.62255E+11,"ARCOLA GROVE REZONING : A Minor Special Exception to permit a reduced road corridor building  and parking setback for Arcola Boulevard consistent with the          previous approval, SPMI 2020-0013."
LEGI-2023-0071,Legislative Land Development Application,In Review,ARCOLA CENTER PROJECT,5/4/2023,,,Plan,,1.62152E+11,"SPEX-2023-0015:  A Special Exception to permit a utility substation, transmission to bebuilt on the property.                                                
ZMAP-2023-0005:  A Zoning Map Amendment to rezone approximately 30 acres to build a    Utility Transmission Substation and data center. Four of the parcels  comprising the property are zoned Planned Development-Industrial Park (PD-IP) under the Revised 1993 Loudoun County Zoning Ordinance. The   other two parcels comprising the remainder of the property are zoned  Rural Commercial (RC). the entire Property to the PD-IP.              
ZMOD-2023-0031:  A Zoning Modification (ZMOD) for Section 4-506(B) to permit a buildingheight of 60  maximum provided that a building may be erected to a    maximum height of 100  if it is set back from streets or from lo linesa distance of 1 foot for each foot of height that it exceeds the      60-foot limit.                                                        Applicant s ZMOD requests that buildings be developed up to a maximum height of 100  without additional setbacks from streets or lot lines. 
"
ZMAP-2023-0004      ,Zoning Map Amendment - ZCASE,In Review,,5/2/2023,,,Plan,42224 HIDDENWOOD LN ALDIE VA 20105,2.03391E+11,HIDDENWOOD ASSEMBLAGE : A Zoning Map Amendment proposing tp rezone the properties from the    CR-1 district to the Planned Development Industrial Park district     (PD-IP).
ZCOR-2023-0118      ,Zoning Correspondence - Determinations & Verifications (ZCOR),Approved,,5/2/2023,,,Plan,43083 JOHN MOSBY HWY CHANTILLY VA 20152,1.27358E+11,"43083 JOHN MOSBY HWY VERIF : Trinia Mullins of Partner Engineering & Science, Inc. is requesting a verification for 43083John Mosby Highway   PIN: 127-35-8117.            What is the current zoning designation for the above-mentioned      property""                                                             Are there any pending rezoning applications, or updates to the Zoning Ordinance that may affect the Subject in the foreseeable future""        What are the immediate abutting zoning designations to the north,   south, east, and west of this property"" Is a copy of the zoning map   for this area available"" If so, please attach or provide a link to    access.                                                                 Is the property located in any special, restrictive, or overlay     district""                                                               Is the property located in a Planned Unit Development (PUD)/Planned Area Development (PAD)""                                               If so, can we please get a copy of the Development Plan and Ordinance,specifically the conditions of approval for parking, setbacks, height,use, and density""                                                       Is the current use as a Gas Station / Convenience Store permitted byright or was a use approval granted"" If so, please provide a copy.      To your knowledge are there any legal nonconforming issues          associated with the subject property""                                   Was this property granted any variances, special exceptions,        special/conditional use permits, or zoning relief of any kind"" If so, can we please get a copy of the approval(s)"" If these are not         available, would you briefly outline the conditions of the applicable document""                                                               In the event of destruction, would a new use permit, variance, or   special exception be required""                                          What is the threshold that would trigger a new Use Permit,          Variances, or other approvals to be required"""
ZCOR-2023-0117      ,Zoning Correspondence - Determinations & Verifications (ZCOR),Approved,,5/2/2023,,,Plan,43055 JOHN MOSBY HWY CHANTILLY VA 20152,1.27257E+11,"43055 JOHN MOSBY HWY VERIF : Trinia Mullins of Partner Engineering & Science, Inc. is requesting a verification for 43055 John Mosby Highway   PIN: 127-25-6688.           What is the current zoning designation for the above-mentioned      property""                                                             Are there any pending rezoning applications, or updates to the Zoning Ordinance that may affect the Subject in the foreseeable future""        What are the immediate abutting zoning designations to the north,   south, east, and west of this property"" Is a copy of the zoning map   for this area available"" If so, please attach or provide a link to    access.                                                                 Is the property located in any special, restrictive, or overlay     district""                                                               Is the property located in a Planned Unit Development (PUD)/Planned Area Development (PAD)""                                               If so, can we please get a copy of the Development Plan and Ordinance,specifically the conditions of approval for parking, setbacks, height,use, and density""                                                       Is the current use as a Gas Station / Convenience Store permitted byright or was a use approval granted"" If so, please provide a copy.      To your knowledge are there any legal nonconforming issues          associated with the subject property""                                   Was this property granted any variances, special exceptions,        special/conditional use permits, or zoning relief of any kind"" If so, can we please get a copy of the approval(s)"" If these are not         available, would you briefly outline the conditions of the applicable document""                                                               In the event of destruction, would a new use permit, variance, or   special exception be required""                                          What is the threshold that would trigger a new Use Permit,          Variances, or other approvals to be required"""
ZCOR-2023-0119      ,Zoning Correspondence - Determinations & Verifications (ZCOR),In Review,,5/2/2023,,,Plan,24831 COMMUNITY CORNER PLZ CHANTILLY VA 20152,2.05402E+11,"24831 COMMUNITY CORNER PLZ VERIF : Trinia Mullins of Partner Engineering & Science, Inc. is requesting a verification for 24831 Community Corner Plaza - PIN: 205-40-2142.       What is the current zoning designation for the above-mentioned      property""                                                             Are there any pending rezoning applications, or updates to the Zoning Ordinance that may affect the Subject in the foreseeable future""        What are the immediate abutting zoning designations to the north,   south, east, and west of this property"" Is a copy of the zoning map   for this area available"" If so, please attach or provide a link to    access.                                                                 Is the property located in any special, restrictive, or overlay     district""                                                               Is the property located in a Planned Unit Development (PUD)/Planned Area Development (PAD)""                                               If so, can we please get a copy of the Development Plan and Ordinance,specifically the conditions of approval for parking, setbacks, height,use, and density""                                                       Is the current use as a Gas Station / Convenience Store permitted byright or was a use approval granted"" If so, please provide a copy.      To your knowledge are there any legal nonconforming issues          associated with the subject property""                                   Was this property granted any variances, special exceptions,        special/conditional use permits, or zoning relief of any kind"" If so, can we please get a copy of the approval(s)"" If these are not         available, would you briefly outline the conditions of the applicable document""                                                               In the event of destruction, would a new use permit, variance, or   special exception be required""                                          What is the threshold that would trigger a new Use Permit,          Variances, or other approvals to be required"""
ZCOR-2023-0097      ,Zoning Correspondence - Determinations & Verifications (ZCOR),Completed,,4/13/2023,,,Plan,,2.00384E+11,"PIN: 200-38-4232 VERIF : Morgan Guthier of Partner Engineering and Science, Inc. is requesting a verification letter for PIN: 200-38-4232.                             What is the current zoning designation for the above-mentioned      property""                                                             - Are there any pending rezoning applications, or updates to the      Zoning Ordinance that                                                 may affect the Subject in the foreseeable future""                       What are the immediate abutting zoning designations to the north,   south, east, and west of this property"" Is a copy of the zoning map   for this area available"" If so, please attach or provide a link to    access.                                                                 Is the property located in any special, restrictive, or overlay     district""                                                               Is the property located in a Planned Unit Development (PUD)/Planned Area Development (PAD)""                                               If so, can we please get a copy of the Development Plan and Ordinance,specifically the conditions of approval for parking, setbacks, height,use, and density""                                                       Is the current use as Multi-Family permitted by right or was a use  approval granted"" If so, please                                       provide a copy.                                                         To your knowledge are there any legal nonconforming issues          associated with the subject                                           property""                                                               Was this property granted any variances, special exceptions,        special/conditional use permits, or zoning relief of any kind"" If so, can we please get a copy of the approval(s)"" If these are not         available, would you briefly outline the conditions of the applicable document""                                                             o In the event of destruction, would a new use permit, variance, or   special exception be                                                  required""                                                             o What is the threshold that would trigger a new Use Permit,          Variances, or other approvals to                                      be required"""
ZCOR-2023-0071      ,Zoning Correspondence - Determinations & Verifications (ZCOR),Completed,,3/7/2023,,,Plan,21933 GARGANEY TER ASHBURN VA 20147,88370271000,"WAXPOOL CROSSING VERIF : Brian Winterhalfter of DLA Piper is requesting a verification on      Waxpool Crossing - PIN: 088-47-2414 and 088-37-0271.                  1. That the portion of the Property that lies on the west side of     Ashburn Village Boulevard is zoned to the R-24 zoning district under  the Revised 1993 Loudoun County Zoning Ordinance;                     2. That the portion of the Property that lies on the east side of     Ashburn Village Boulevard is zoned to the Planned Development - OfficePark ( PD-OP ) zoning district under the Revised 1993 Loudoun County  Zoning Ordinance;                                                     3. That the portion of the Property zoned R-24 is subject to zoning   map amendment ZMAP2019-0020 and minor special exception              SPMI-2019-0021, which the Loudoun County Board of Supervisors approvedon January 19, 2021, subject to proffers and conditions of            approval, respectively;                                               4. That the portion of the Property zoned PD-OP is subject to zoning  map amendment ZMAP2009-0006 and special exception SPEX-2009-0026,    which the Loudoun County Board of Supervisors approved on September   13, 2010, subject to proffers and conditions of approval,             respectively;                                                         5. That multi-family residential uses are permitted on the Property   zoned R-24 up to twenty four (24) units per acre on a by-right basis;6. That other than the rezoning and special exception approvals noted above, there are no                                                   rezoning approvals, proffered conditions, development plan conditions,special exceptions, special permits, or variance approvals applicable to the Property;                                                      7. That there are no known or pending zoning violations pertaining to the Property; and                                                     8. That (i) all approvals and other permits issued to date by Loudoun County were issued in                                                 accordance with all applicable state laws, County ordinances and      regulations, and (ii) there are no proceedings pertaining to the      Property, either administrative or legislative, that would in any     manner adversely affect the status of the zoning of the Property."
ZCOR-2023-0053      ,Zoning Correspondence - Determinations & Verifications (ZCOR),Completed,,2/24/2023,,,Plan,,2.02286E+11,PIN: 202-28-5740 VERIF : Jenna Lee of Troutman Pepper is requesting a zoning verification for  PIN: 202-28-5740.                                                     1. The zoning classification applicable to the property;              2. Confirmation of any proffers or development conditions applicable  to the property;                                                      3. Confirmation that there are no zoning enforcement actions          outstanding with respect to                                           the property; and                                                     4. Confirmation that data centers are permitted by-right under the    applicable zoning regulations.
ZCOR-2023-0055      ,Zoning Correspondence - Determinations & Verifications (ZCOR),Completed,,2/24/2023,,,Plan,24359 RACEFIELD LN ALDIE VA 20105,2.03371E+11,24359 RACEFIELD LN VERIF : Jenna Lee of Troutman Pepper is requesting a zoning verification for  24359 RACEFIELD LN - PIN: 203-37-1445.                                1. The zoning classification applicable to the property;              2. Confirmation of any proffers or development conditions applicable  to the property;                                                      3. Confirmation that there are no zoning enforcement actions          outstanding with respect to                                           the property; and                                                     4. Confirmation that data centers are permitted by-right under the    applicable zoning regulations.
ZMOD-2023-0013      ,Zoning Modification - ZCASE,In Review,,2/21/2023,,,Plan,41284 HOGELAND MILL RD LEESBURG VA 20175,2.36466E+11,GREENFIELD FARM REZONING : A Zoning Modification per Revised 93' Zoning Ordinance - Section      3-511(A) to increase the total land area devoted to retail and serviceuses.
ZMOD-2023-0015      ,Zoning Modification - ZCASE,In Review,,2/21/2023,,,Plan,41284 HOGELAND MILL RD LEESBURG VA 20175,2.36466E+11,GREENFIELD FARM REZONING : A Zoning Modification per Revised 93' Zoning Ordinance - Section      5-1303(B)(4) to exempt private streets (alley) to plant trees at a    density of one tree per 50 linear feet.
ZMOD-2023-0011      ,Zoning Modification - ZCASE,In Review,,2/21/2023,,,Plan,41284 HOGELAND MILL RD LEESBURG VA 20175,2.36466E+11,GREENFIELD FARM REZONING : A Zoning Modification per Revised 93' Zoning Ordinance - Section      1-205(A) to permit single family detached units to be erected on lots with frontage on a Class III road or private access easement.
ZMOD-2023-0016      ,Zoning Modification - ZCASE,In Review,,2/21/2023,,,Plan,41284 HOGELAND MILL RD LEESBURG VA 20175,2.36466E+11,"GREENFIELD FARM REZONING : A Zoning Modification per Revised 93' Zoning Ordinance - Section      7-103(A), 7-108(B)(3), and 7-108(E) to provide a one-time cash or landcontribution."
ZMOD-2023-0012      ,Zoning Modification - ZCASE,In Review,,2/21/2023,,,Plan,41284 HOGELAND MILL RD LEESBURG VA 20175,2.36466E+11,GREENFIELD FARM REZONING : A Zoning Modification per Revised 93' Zoning Ordinance - Section      3-405(C)(2) to reduce minimum side yard to 8 feet. Section 3-405(C)(3)to reduce minimum rear yard to 15 feet. Section 3-405(B) to reduce theminimum lot width to 40 feet.
SPEX-2023-0008      ,Special Exception - SCASE,In Review,,2/21/2023,,,Plan,41284 HOGELAND MILL RD LEESBURG VA 20175,2.36466E+11,"GREENFIELD FARM REZONING : A Special Exception per Revised 93' Zoning Ordinance - Section        4-204(B)(4) to allow gas pumps as an accessory use to a convenience   store. Also, Section 4-204(B)(9) to allow a restaurant with drive-thrufacilities."
ZMOD-2023-0014      ,Zoning Modification - ZCASE,In Review,,2/21/2023,,,Plan,41284 HOGELAND MILL RD LEESBURG VA 20175,2.36466E+11,GREENFIELD FARM REZONING : A Zoning Modification per Revised 93' Zoning Ordinance - Section 4-105to increase in the total land area devoted to retail and services     uses.
SPMI-2023-0004      ,Special Exception - SCASE,In Review,,2/21/2023,,,Plan,41284 HOGELAND MILL RD LEESBURG VA 20175,2.36466E+11,"GREENFIELD FARM REZONING : A Minor Special Exception per Revised 93' Zoning Ordinance - Section  5-617(B) to allow 5,370 square feet of retail area."
ZMAP-2023-0002      ,Zoning Map Amendment - ZCASE,In Review,,2/8/2023,,,Plan,20040 SYCOLIN RD LEESBURG VA 20175,1.92164E+11,CROSS MILL CENTER : A Zoning Map Amendment request to rezone 20.91 acres from JLMA-20     zoning district to the PD-IP zoning district.
ZMAP-2023-0003      ,Zoning Map Amendment - ZCASE,In Review,,2/8/2023,,,Plan,41284 HOGELAND MILL RD LEESBURG VA 20175,2.36466E+11,GREENFIELD FARM REZONING : A Zoning Map Amendment to rezone 165.25 acres from AR-1 to PD-H4 to beadministered as R-4(ADU) and PD-CC(CC).
LEGI-2023-0065,Legislative Land Development Application,In Review,,2/8/2023,,,Plan,41284 HOGELAND MILL RD LEESBURG VA 20175,2.36466E+11,"SPEX-2023-0008:  A Special Exception per Revised 93' Zoning Ordinance - Section        4-204(B)(4) to allow gas pumps as an accessory use to a convenience   store. Also, Section 4-204(B)(9) to allow a restaurant with drive-thrufacilities.                                                           
SPMI-2023-0004:  A Minor Special Exception per Revised 93' Zoning Ordinance - Section  5-617(B) to allow 5,370 square feet of retail area.                   
ZMAP-2023-0003:  A Zoning Map Amendment to rezone 165.25 acres from AR-1 to PD-H4 to beadministered as R-4(ADU) and PD-CC(CC).                               
ZMOD-2023-0011:  A Zoning Modification per Revised 93' Zoning Ordinance - Section      1-205(A) to permit single family detached units to be erected on lots with frontage on a Class III road or private access easement.         
ZMOD-2023-0012:  A Zoning Modification per Revised 93' Zoning Ordinance - Section      3-405(C)(2) to reduce minimum side yard to 8 feet. Section 3-405(C)(3)to reduce minimum rear yard to 15 feet. Section 3-405(B) to reduce theminimum lot width to 40 feet.                                         
ZMOD-2023-0013:  A Zoning Modification per Revised 93' Zoning Ordinance - Section      3-511(A) to increase the total land area devoted to retail and serviceuses.                                                                 
ZMOD-2023-0014:  A Zoning Modification per Revised 93' Zoning Ordinance - Section 4-105to increase in the total land area devoted to retail and services     uses.                                                                 
ZMOD-2023-0015:  A Zoning Modification per Revised 93' Zoning Ordinance - Section      5-1303(B)(4) to exempt private streets (alley) to plant trees at a    density of one tree per 50 linear feet.                               
ZMOD-2023-0016:  A Zoning Modification per Revised 93' Zoning Ordinance - Section      7-103(A), 7-108(B)(3), and 7-108(E) to provide a one-time cash or landcontribution.                                                         
"
ZRTD-2023-0002      ,Zoning Map Amendment - ZCASE,In Review,,2/6/2023,,,Plan,45564 THAYER RD STERLING VA 20166,30465708000,THAYER ROAD : A Zoning Conversion in the Route 28 Tax District to convert 9.82 acresfrom Planned  Development Industrial Park zoning district ( PD-IP ) asgoverned by the 1972 Loudoun  County Zoning Ordinance to the PD-IP    zoning district as governed by the Revised 1993 Loudoun County Zoning Ordinance.
ZRTD-2023-0001      ,Zoning Map Amendment - ZCASE,In Review,,1/23/2023,,,Plan,,44175699000,VANTAGE DATA CENTER - BROAD RUN : A Zoning Conversion in the Route 28 Tax District to increase the      development potential by allowing all permitted uses in the PD-IP     District under the Revised 1993 Zoning Ordinance.
ZMOD-2023-0003      ,Zoning Modification - ZCASE,In Review,,1/17/2023,,,Plan,,44104706000,LANSDOWNE BLVD REZONING : A Zoning Modification to permit development of residential uses       adjacent to active recreation uses without a buffer yard on the       residential use side (buffer on the active rec side will still be     supplied).
ZMOD-2023-0002      ,Zoning Modification - ZCASE,In Review,,1/17/2023,,,Plan,,44104706000,"LANSDOWNE BLVD REZONING : A Zoning Modification to permit active recreation areas within buffer yards, provided that plant unit requirements are met"
ZMAP-2023-0001      ,Zoning Map Amendment - ZCASE,In Review,,1/4/2023,,,Plan,41551 COCHRAN MILL RD LEESBURG VA 20175,1.51161E+11,LUCK STONE COCHRAN MILL : A Zoning Map Amendment to rezone portion of project area              from MR-HI to PD-GI.
ZMAP-2022-0024      ,Zoning Map Amendment - ZCASE,In Review,,12/29/2022,,,Plan,41453 HOGELAND MILL RD LEESBURG VA 20175,2.37395E+11,GREENLIN PARK : A Zoning Map Amendment to rezone 85.18 portion of property from TR-10 and JLMA-20 to PD-IP.
CPAP-2022-0017      ,Engineering Plan,In Review,,12/16/2022,,,Plan,,20261776000,"CASCADES PKWY SUB - POTOMAC VIEW RD : REQUEST APPROVAL OF CONSTRUCTION PLANS AND PROFILES (CPAP) FOR ROAD   WIDENING AND ASSOCIATED INFRASTRUCTURE, IN THE RESIDENTIAL 24 (R24)   ZONING DISTRICT.                                                      EK"
ZRTD-2022-0008      ,Zoning Map Amendment - ZCASE,In Review,,12/13/2022,,,Plan,,44181028000,BAYS DULLES INDUSTRIAL PARK : A Zoning Map Amendment to convert the property from 72' PD-IP zoning  district to Revised 93' PD-IP zoning district.
ZCOR-2022-0313      ,Zoning Correspondence - Determinations & Verifications (ZCOR),In Review,,12/5/2022,,,Plan,19201 COMPASS CREEK PKWY SE LEESBURG VA 20175,2.34483E+11,"PIN: 234-48-3058 VERIF : Sashenka Brauer of Walsh Colucci is requesting a zoning verification  for PIN: 234-38-2596.                                                 1. That the Property is zoned to the PD-IP (Planned Development -     Industrial Park) zoning    district (the ""PD-IP District"") pursuant tothe Revised 1993 Loudoun County Ordinance;                            2. That a portion of the Property is subject to the proffers of       ZMAP-2021-0012, approved by the Loudoun County Board of Supervisors   (the ""Board"") on September 14, 2022;                                  3. That portions of the Property were remapped to the PD-IP District  pursuant to the Board-initiated rezoning ZMAP-2008-0009, approved by  the Board on October 21, 2008;                                        4. That data centers are a permitted use on the Property;             5. That there are no known or pending zoning or proffer violations    pertaining to the Property; and                                       6. That (i) all approvals and other permits issued to date by the     County were issued in accordance with all applicable state laws,      County ordinances and regulations and (ii) there are no proceedings   pertaining to the Property, either administrative or legislative,     which would in any manner adversely affect the status of the zoning ofthe Property."
ZCOR-2022-0310      ,Zoning Correspondence - Determinations & Verifications (ZCOR),Completed,,11/30/2022,,,Plan,,2.34383E+11,"PIN: 234-38-2596 & 234-48-3058 VERIF : Sashenka Brauer of Walsh Colucci is requesting a zoning verification  for PIN: 234-38-2596 and 234-48-3058.                                 1. That the Property is zoned to the PD-IP (Planned Development -     Industrial Park) zoning                                               district (the ""PD-IP District"") pursuant to the Revised 1993 Loudoun  County Zoning                                                         Ordinance;                                                            2. That a portion of the Property is subject to the proffers of       ZMAP-2021-0012, approved                                              by the Loudoun County Board of Supervisors (the ""Board"") on September 14, 2022;                                                             3. That portions of the Property were remapped to the PD-IP District  pursuant to the                                                       Board-initiated rezoning ZMAP-2008-0009, approved by the Board on     October 21 ,                                                          2008;                                                                 4. That data centers are a permitted use on the Property;             5. That there are no known or pending zoning or proffer violations    pertaining to the                                                     Property; and                                                         6. That (i) all approvals and other permits issued to date by the     County were issued in                                                 accordance with all applicable state laws, County ordinances and      regulations and (ii)                                                  there are no proceedings pertaining to the Property, either           administrative or legislative,                                        which would in any manner adversely affect the status of the zoning ofthe Property."
ZMAP-2022-0023      ,Zoning Map Amendment - ZCASE,In Review,,11/29/2022,,,Plan,,44104706000,DULLES NORTH CORPORATE PARK 8 : A Zoning Map Amendment to rezone the 10.4 acre property from PD-IP andC-1 under the 72 Zoning Ordinance to PD-IP under the Revised 93 ZoningOrdinance.
ZRTD-2022-0007      ,Zoning Map Amendment - ZCASE,In Review,,11/28/2022,,,Plan,22565 SHAW RD STERLING VA 20166,33350108000,DULLES NORTH CORPORATE PARK 3 : A Zoning Map Amendment in the Route 28 Tax District ( ZRTD )from 1972 Zoning Ordinance to the Revised 93' Zoning Ordinance.
SPEX-2022-0048      ,Special Exception - SCASE,In Review,,11/22/2022,,,Plan,,2.36387E+11,ORME FARM REZONING : A Special Exception to increase maximum Lot Coverage permitted from   0.45 to 0.60 pursuant to Section 4-506(A).
SPMI-2022-0015      ,Special Exception - SCASE,In Review,,11/10/2022,,,Plan,39149 RICKARD RD LOVETTSVILLE VA 20180,3.74303E+11,MAGNOLIA ROSE 1880 : A Minor Special Exception to establish a Banquet/Event Facility in theAR-1 zoning district
LEGI-2023-0053,Legislative Land Development Application,In Review,,11/10/2022,,,Plan,39149 RICKARD RD LOVETTSVILLE VA 20180,3.74303E+11,"SPMI-2022-0015:  A Minor Special Exception to establish a Banquet/Event Facility in theAR-1 zoning district                                                  
SPMI-2023-0012:  A Minor Special Exception to modify Section 5-642(C)(1) to permit the proposed use to be accessed by a modified Type C2 Roadway instead of  the required Type C3 Roadway.                                         
"
SPEX-2022-0046      ,Special Exception - SCASE,In Review,,11/9/2022,,,Plan,,2.36387E+11,ORME FARM REZONING : A Special Exception to increase maximum FAR permitted from 0.60 to 1.0pursuant                                                              to Section 4-506(C)
ZMAP-2022-0022      ,Zoning Map Amendment - ZCASE,In Review,,11/9/2022,,,Plan,,2.36387E+11,ORME FARM REZONING : A Zoning Map Amendment to rezone 11.7 acre portion of a 107.9 acre    property from JLMA-20 to PD-IP.
