Case Number,Type,Status,Project Name,Applied Date,Expiration Date,Completion Date,Module Name,Address,Main Parcel,Description
"REZ1988-0050","Rezoning - Residential","Superseded","","01/11/1988","","","Plan","15229 CARDINAL DR","8191-52-6507","CARDINAL CREST, SECTION 4"
"REZ1986-0060","Rezoning - Residential","Approved","","04/29/1986","","","Plan","7900 RODES DR","7597-90-4848","BULL RUN"
"REZ1986-0042","Rezoning - Mixed Use","Approved","","02/21/1986","","","Plan","13496 MINNIEVILLE RD","8292-34-6029",""
"REZ1983-0024","Rezoning - Mixed Use","Approved","","02/15/1983","","","Plan","16811 INTERSTATE DR","8289-08-8069",""
"REZ1984-0009","Rezoning - Residential","Approved","","09/19/1983","","","Plan","13500 LOCK LP","8292-05-6399",""
"REZ1994-0023","Rezoning - Residential","Approved","","03/07/1994","","","Plan","10442 GENNA LN","7794-49-5599","MUSE HILL"
"REZ1989-0031","Rezoning - Residential","Approved","","09/16/1988","","","Plan","13754 LAURIANNE TR","7396-87-4255","LAURIANNE WOODS"
"REZ1988-0028","Rezoning - Residential","Approved","","10/15/1987","","","Plan","1503 MOUNTAIN RD","7202-41-5228",""
"REZ1989-0069","Rezoning - Mixed Use","Approved","","02/01/1989","","","Plan","7086 WELLINGTON RD","7596-18-6021","WELLINGFORD SOUTH"
"REZ1988-0061","Rezoning - Residential","Approved","","02/03/1988","","","Plan","6211 RIVER FOREST DR","7994-40-9002","WATERFORD"
"REZ1989-0004","Rezoning - Residential","Approved","","08/02/1988","","","Plan","7709 BETHLEHEM RD","7597-91-4117","WOODBURN VILLAGE SEC 1"
"REZ1989-0064","Rezoning - Mixed Use","Approved","","01/18/1989","","","Plan","7209 CENTREVILLE RD","7897-36-2364","LAWS AUCTION & ANTIQUES"
"REZ1999-0035","Rezoning - Non-Residential","Approved","","06/08/1999","","","Plan","12700 BLACK FOREST LN","8193-11-7066","PARKWAY PROFESSIONAL BUILDING"
"REZ1992-0002","Rezoning - Non-Residential","Approved","","09/06/1991","","","Plan","3514 OLD BRIDGE RD","8193-93-5944",""
"REZ1985-0047","Rezoning - Residential","Approved","","03/11/1985","","","Plan","10221 LEATHERLEAF CT","7995-41-2068","BEAR CREEK"
"REZ1998-0026","Rezoning - Non-Residential","Superseded","","03/17/1998","","","Plan","11091 INDUSTRIAL RD","7595-78-7427","BROAD RUN IND PARK"
"REZ1985-0041","Rezoning - Residential","Approved","","02/26/1985","","","Plan","2198 OPITZ BL","8391-16-5636","KIRCHER, A.O. & R.E."
"REZ1987-0077","Rezoning - Mixed Use","Approved","","05/22/1987","","","Plan","13504 TELEGRAPH RD","8292-85-7876",""
"REZ1989-0019","Rezoning - Residential","Approved","","08/27/1988","","","Plan","7538 KEMPER HOUSE CT","7894-89-3570","ASBURY PLACE"
"REZ1988-0021","Rezoning - Residential","Approved","","09/04/1987","","","Plan","1524 JATO CT","8393-61-9285","RIVERVIEW TERRACE"
"REZ1988-0080","Rezoning - Residential","Approved","","04/11/1988","","","Plan","13183 RETTEW DR","7892-89-9352","FOXMILL SECTION 4"
"REZ1985-0007","Rezoning - Residential","Approved","","08/22/1984","","","Plan","9496 BROADLANDS LN","7395-78-2436",""
"REZ1984-0040","Rezoning - Mixed Use","Approved","","03/16/1984","","","Plan","5501 WELLINGTON RD","7497-03-8369",""
"REZ1986-0056","Rezoning - Mixed Use","Superseded","","04/22/1986","","","Plan","4111 TREVOR LN","8193-99-7160","LAKE RIDGE RPC"
"REZ1988-0031","Rezoning - Mixed Use","Approved","","10/12/1987","","","Plan","13020 TELEGRAPH RD","8292-98-7993",""
"REZ1985-0004","Rezoning - Mixed Use","Approved","","08/08/1984","","","Plan","4431 PRINCE WILLIAM PY","8193-30-5764",""
"REZ1997-0032","Rezoning - Residential","Superseded","","04/30/1997","","","Plan","5567 PAGELAND LN","7498-98-5857","AIT"
"REZ1993-0002","Rezoning - Residential","Approved","","08/06/1992","","","Plan","10835 MOORE DR","7994-04-7299","PALISADES POINTE SEC 2,3,4"
"REZ1994-0020","Rezoning - Non-Residential","Approved","","02/01/1994","","","Plan","13595 RYTON RIDGE LN","7497-09-3635","CELLAR DOOR PAVILION"
"REZ1996-0031","Rezoning - Non-Residential","Superseded","","02/27/1996","","","Plan","13610 MINNIEVILLE RD","8292-13-5079","PUFFENBARGER"
"REZ1993-0023","Rezoning - Non-Residential","Approved","","05/20/1993","","","Plan","12670 GALVESTON CT","8093-72-0512","HOADLY SQUARE"
"REZ1996-0029","Rezoning - Mixed Use","Approved","","02/21/1996","","","Plan","9211 DEVLIN RD","7495-88-1285","DAWKINS RIDGE"
"REZ1992-0004","Rezoning - Residential","Approved","","12/10/1991","","","Plan","10251 HARRY J PARRISH BL","7695-72-9468","GODWIN WOODS"
"REZ1994-0035","Rezoning - Residential","Superseded","","06/24/1994","","","Plan","4484 OCCOQUAN VIEW CT","8194-83-1285","OCCOQUAN CLUB ESTATES"
"REZ1997-0029","Rezoning - Residential","Approved","","03/13/1997","","","Plan","7750 GARNER DR","7697-51-2340","SUDLEY MANOR HOUSE - 72 UNIT MF IN ONE FACILITY."
"REZ1999-0033","Rezoning - Residential","Approved","","05/19/1999","","","Plan","15229 CARDINAL DR","8191-51-2499","CARDINAL CREST"
"REZ1999-0038","Rezoning - Proffer Amendment","Approved","","06/21/1999","","","Plan","10670 VANDOR LN","7697-47-7005","BATTLEFIELD BUSINESS PARK"
"REZ1993-0004","Rezoning - Residential","Approved","","09/15/1992","","","Plan","9090 WEATHERSFIELD DR","7495-09-7196","KINGSBROOKE"
"REZ1995-0057","Rezoning - Non-Residential","Approved","","06/12/1995","","","Plan","16809 INTERSTATE DR","8289-08-9598","BLACKWELL PROPERTY"
"REZ1990-0061","Rezoning - Residential","Approved","","12/01/1989","","","Plan","6729 LEESA DAWN CT","7993-41-6074","KENNEY ESTATES"
"REZ1996-0033","Rezoning - Residential","Approved","","03/26/1996","","","Plan","2609 PHEASANT HUNT RD","8292-45-4039","MADISON FARM"
"REZ1989-0073","Rezoning - Residential","Superseded","","03/03/1989","","","Plan","13751 HEATHCOTE BL","7397-67-7321","MELBOURNE ASSOCIATES"
"REZ1987-0082","Rezoning - Residential","Approved","","06/23/1987","","","Plan","9582 MAGENTA ST","7795-10-7288","JOHNSON ESTATES"
"REZ1991-0006","Rezoning - Residential","Approved","","06/28/1990","","","Plan","16401 JEFFERSON DAVIS HY","8289-58-3547","RIVER OAKS"
"REZ1995-0039","Rezoning - Mixed Use","Approved","","04/21/1995","","","Plan","17105 OLD STAGE RD","8189-87-3933","OLD STAGE ROAD"
"REZ1988-0096","Rezoning - Residential","Approved","","06/06/1988","","","Plan","13211 TRAILS END CT","7992-27-6681","TRAILS END ESTATES"
"REZ1999-0020","Rezoning - Non-Residential","Approved","","01/14/1999","","","Plan","14119 MINNIEVILLE RD","8192-50-8821","REZ-CHESHIRE SATION-A-1 TO B-1"
"REZ1989-0020","Rezoning - Residential","Superseded","","08/27/1988","","","Plan","15545 PAMPLIN PIPE CT","7990-99-1490","ASHLAND"
"REZ1989-0038","Rezoning - Mixed Use","Approved","","11/04/1988","","","Plan","7640 LINTON HALL RD","7497-03-2210",""
"REZ1988-0048","Rezoning - Mixed Use","Approved","","12/30/1987","","","Plan","13807 SMOKETOW RD","8292-42-8299",""
"REZ1998-0023","Rezoning - Non-Residential","Approved","","01/15/1998","","","Plan","15809 JEFFERSON DAVIS HY","8290-87-6017","WAWA FOOD MARKET AT NEABSCO CENTER"
"REZ1987-0056","Rezoning - Mixed Use","Withdrawn","","03/17/1987","","","Plan","12700 BLACK FOREST LN","8193-11-7066","ALFRIEND"
"REZ1990-0053","Rezoning - Residential","Approved","","02/13/1990","","","Plan","7508 MELTON CT","7297-53-0974","GAINESVILLE ACRES"
"REZ1991-0011","Rezoning - Non-Residential","Approved","","08/20/1990","","","Plan","2430 PRINCE WILLIAM PY","8292-93-0016","PARKWAY BUSINESS CENTER"
"REZ1987-0036","Rezoning - Mixed Use","Superseded","","11/25/1986","","","Plan","16806 JEFFERSON DAVIS HY","8290-30-4404",""
"REZ1987-0078","Rezoning - Residential","Approved","","06/01/1987","","","Plan","16242 CRUSADE CT","7100-91-3024","KINGBERRY WOODS"
"REZ1995-0051","Rezoning - Mixed Use","Approved","","04/18/1995","","","Plan","13317 RAWLS ST","8392-86-2398","ALDRIN STREET"
"REZ1987-0012","Rezoning - Residential","Approved","","08/25/1986","","","Plan","14600 COLONY CREEK CT","7991-86-5475","COLONY CREEK"
"REZ1986-0007","Rezoning - Residential","Approved","","08/23/1985","","","Plan","4249 BERWICK PL","8193-53-8336","WESTRIDGE"
"REZ1987-0039","Rezoning - Residential","Approved","","12/10/1986","","","Plan","15472 WHEATFIELD RD","8190-59-9092","CARDINAL RIDGE SEC 1"
"REZ1992-0007","Rezoning - Residential","Approved","","02/04/1992","","","Plan","10500 MOORE DR","7894-99-4226","WORDSWORTH"
"REZ1990-0002","Rezoning - Residential","Superseded","","06/16/1989","","","Plan","14501 HAMOWELL ST","7891-68-4336","PARSONS"
"REZ1998-0009","Rezoning - Residential","Approved","","09/15/1997","","","Plan","7738 OLD CAROLINA RD","7297-31-9997","BLUE RIDGE FARMS"
"REZ1998-0024","Rezoning - Residential","Approved","","02/02/1998","","","Plan","12240 BRECKINRIDGE LN","8093-75-3200","HOADLY ASSOCIATES"
"REZ1986-0043","Rezoning - Residential","Approved","","02/21/1986","","","Plan","13183 RETTEW DR","7892-89-9352","MILLBROOKE"
"REZ1988-0008","Rezoning - Residential","Approved","","07/27/1987","","","Plan","12858 HYANNIS LN","8093-70-2388","RIDGEFIELD VILLAGE"
"REZ1987-0007","Rezoning - Mixed Use","Superseded","","07/18/1986","","","Plan","8430 SUDLEY RD","7696-85-1964","ROBINSON COMMERCIAL PARK"
"REZ1987-0063","Rezoning - Mixed Use","Approved","","05/05/1987","","","Plan","8557 SUDLEY RD","7796-05-2413",""
"REZ1987-0051","Rezoning - Mixed Use","Approved","","02/10/1987","","","Plan","14392 JOHN MARSHALL HY","7397-46-4050","JOHN MARSHALL COMMONS"
"REZ1994-0009","Rezoning - Proffer Amendment","Approved","","11/05/1993","","","Plan","13010 WORTH AV","8292-62-9427","EXXON/SMOKETOWN STATION"
"REZ2021-00007","Rezoning - Non-Residential","Approved","Wellington Commerce Park","10/29/2020","","","Plan","5780 WELLINGTON RD GAINESVILLE VA 20155","7497-21-1386","Wellington Commerce Center - To rezone 6.24 acres from A-1, Agricultural, to M-1, Heavy Industrial, for industrial uses.  The subject property is located 0.17 miles south of the Wellington Road and University Blvd. intersection, is currently addressed as 5780 Wellington Road, and is identified on County maps as GPIN 7497-21-1386.  The site is designated EI Industrial Employment, in the Comprehensive Plan; and is located within the Airport Safety Overlay District, and Data Center Opportunity Overlay District.  Brentsville Magisterial District"
"REZ1991-0018","Rezoning - Non-Residential","Superseded","","06/29/1990","","","Plan","2098 DANIEL STUART SQ","8391-36-1934","MARKET AT OPTIZ"
"PLN2007-00100","Rezoning - Mixed Use","Approved","","08/01/2006","","","Plan","15301 BOUQUET CT","8291-41-3016","REZ BOCS INITIATED, BOCS/DALE CITY MASTER RPC ZONING PLAN AMENDMENT"