Case Number,Type,Status,Project Name,Applied Date,Expiration Date,Completion Date,Module Name,Address,Main Parcel,Description
PLN2004-00049,Rezoning - Residential,Approved,,08/07/2003,,,Plan,15528 CARDINAL DR,8190-98-8106,REZ KELLEY PROPERTY (CARDINAL DR.) FROM A-1 TO R-10 FOR A MAX. OF 47 SINGLE FAMILY DETACHED DWELLINGS
PLN2006-00104,Rezoning - Proffer Amendment,Withdrawn,,08/02/2005,,,Plan,6925 OLD CAROLINA RD,7297-77-7844,PRA JCE/SMITH CARTER (HAYMARKET LANDING)
PLN2005-00599,Rezoning - Proffer Amendment,Suspended (On-Hold),DIECA COMMUNICATIONS PROFFER AMENDMENT,06/07/2005,,,Plan,9631 INNOVATION LP,7695-27-2089,DIECA COMMUNICATIONS PROFFER AMENDMENT; Proffer Amendment to REZ 00-0001
PLN2004-00151,Rezoning - Residential,Approved,,11/10/2003,,,Plan,15545 CARDINAL DR,8290-09-4970,REZ MILLER PROPERTY (5.3 ACRES FROM A-1 TO R-4) FOR A MAX. OF 9 SF DETACHED LOTS
PLN2006-00243,Rezoning - Proffer Interpretation/Determination,Closed,,09/29/2005,,,Plan,13014 VINT HILL RD,7595-03-4248,PROFFER INTERPRETATION - TRAIL PROFFER 4(B)(2) FOR THE VILLAGES AT SAYBROOKE FOR THE PWC PARK AUTHORITY - RYLAND HOMES WISHES TO KNOW IF THEY HAVE SATISFIED THIS PROFFER
PLN2005-00565,Rezoning - Residential,Approved,,05/25/2005,,,Plan,13220 MARINA WY,8492-19-4439,"REZ#PLN2005-00565 RIVERGATE
M-1 & B-1 TO PMR; PCRP, UMU"
PLN2005-00333,Rezoning - Proffer Interpretation/Determination,Closed,,02/28/2005,,,Plan,8900 BANNERWOOD DR,7696-71-0080,PROFFER INTERPRETATION - SLIGHT BUFFER MODIFICATION FOR THE REQUIRED ROW OF SUDLEY MANOR DRIVE
PLN2006-00185,Rezoning - Non-Residential,Approved,,09/06/2005,,,Plan,9208 HORNBAKER RD,7596-80-5730,REZ# PLN2006-00185 HB INVESTMENTS - ROBERTSON PROPERTY 
PLN2005-00365,Rezoning - Proffer Amendment,Withdrawn,,03/11/2005,,,Plan,2001 POTOMAC MILLS CL,8291-79-1954,PROFFER AMENDMENT POTOMAC MILLS MALL - SEARS GRAND (AMEND PROFFERS OF PRA #PLN2003-00403 TO MODIFY BLDG. MATERIALS FOR ARCHITECTURE ON THE SITE) B-1; RCC 
PLN2006-00468,Rezoning - Proffer Interpretation/Determination,Closed,,01/12/2006,,,Plan,8213 LINTON HALL RD,7396-98-9736,PROFFER INTERPRETATION FOR REZ1999-0015
PLN2006-00280,Rezoning - Proffer Interpretation/Determination,Closed,,10/14/2005,,,Plan,5509 DAVIS FORD RD,8093-48-1485,PROFFER INTERPRETATION - WISH TO CONSTRUCT SUBDIVISION SIGN AT ALFORD VALLEY & DAVIS FORD IN THE 50' OPEN SPACE AREA - IS THIS LOCATION PRECLUDED BY THE PROFFERS
PLN2006-00344,Rezoning - Residential,Withdrawn,,11/14/2005,,,Plan,15026 LEE HY,7297-72-6513,Rezone 9.27 acres from A-1 to R-4 for a max of 20 SFD
PLN2006-00606,Rezoning - Residential,Withdrawn,,02/28/2006,,,Plan,4800 ASDEE LN,8193-06-3087,REZONE APPROX. 157 AC FROM A-1 TO SR-1; SRR & ER (FORMERLY PURCELL/HOWE PROPERTY)
REZ1958-0091,Rezoning - Mixed Use,Approved,,11/15/1962,,,Plan,14111 JEFFERSON DAVIS HY,8392-61-3433,
REZ1958-0066,Rezoning - Mixed Use,Approved,,04/25/1962,,,Plan,14091 DAVES STORE LN,7397-64-3874,
REZ1958-0024,Rezoning - Mixed Use,Withdrawn,,02/04/1960,,,Plan,,,
REZ1958-0038,Rezoning - Mixed Use,Superseded,,09/29/1960,,,Plan,,,
REZ1958-0071,Rezoning - Mixed Use,Superseded,,01/01/1958,,,Plan,,,
REZ1966-0016,Rezoning - Mixed Use,Superseded,,01/01/1966,,,Plan,,,
REZ1981-0013,Rezoning - Mixed Use,Withdrawn,,01/27/1981,,,Plan,,,
REZ1985-0020,Rezoning - Mixed Use,Withdrawn,,10/09/1984,,,Plan,,,
REZ1984-0022,Rezoning - Residential,Superseded,,12/01/1983,,,Plan,,,
REZ1982-0013,Rezoning - Mixed Use,Superseded,,02/08/1982,,,Plan,,,
REZ1980-0013,Rezoning - Mixed Use,Withdrawn,,08/04/1973,,,Plan,,,BANKS AUTO
REZ1988-0086,Rezoning - Mixed Use,Withdrawn,,04/23/1988,,,Plan,,,
REZ1990-0010,Rezoning - Mixed Use,Withdrawn,,06/30/1989,,,Plan,,,
REZ1989-0098,Rezoning - Residential,Superseded,,06/16/1989,,,Plan,,,
REZ1989-0013,Rezoning - Mixed Use,Approved,,08/23/1988,,,Plan,11500 INDUSTRIAL RD,7595-56-6067,BROAD RUN INDUSTRIAL PARK
REZ1988-0018,Rezoning - Mixed Use,Withdrawn,,08/26/1987,,,Plan,,,
REZ1987-0083,Rezoning - Mixed Use,Superseded,,06/23/1987,,,Plan,,,CAROLINA FREIGHT
REZ1987-0055,Rezoning - Residential,Withdrawn,,02/26/1987,,,Plan,,,
REZ1989-0042,Rezoning - Residential,Withdrawn,,10/21/1988,,,Plan,,,
REZ1988-0049,Rezoning - Mixed Use,Withdrawn,,12/30/1987,,,Plan,,,
REZ1988-0063,Rezoning - Mixed Use,Withdrawn,,01/28/1988,,,Plan,,,"BELMONTE, NORTH"
REZ1990-0012,Rezoning - Mixed Use,Withdrawn,,09/07/1989,,,Plan,,,CANOVA STATION
REZ1987-0018,Rezoning - Mixed Use,Withdrawn,,09/25/1986,,,Plan,,,
REZ1988-0046,Rezoning - Residential,Withdrawn,,06/24/1989,,,Plan,,,TOWNES OF NEWPORT
REZ1987-0019,Rezoning - Residential,Withdrawn,,10/02/1986,,,Plan,,,ASCOT WOODS
REZ1990-0005,Rezoning - Residential,Withdrawn,,06/16/1989,,,Plan,,,
REZ1988-0032,Rezoning - Residential,Superseded,,11/30/1987,,,Plan,,,JORY PARK ESTATES
REZ1990-0008,Rezoning - Mixed Use,Superseded,,08/17/1989,,,Plan,,,
REZ1989-0052,Rezoning - Mixed Use,Withdrawn,,11/18/1988,,,Plan,,,
REZ1990-0009,Rezoning - Mixed Use,Withdrawn,,08/10/1989,,,Plan,,,DEVIL'S REACH
REZ1989-0065,Rezoning - Residential,Withdrawn,,01/19/1989,,,Plan,,,
REZ1989-0007,Rezoning - Mixed Use,Withdrawn,,08/02/1988,,,Plan,,,
REZ1989-0063,Rezoning - Mixed Use,Superseded,,01/03/1989,,,Plan,,,
REZ1989-0089,Rezoning - Residential,Withdrawn,,04/21/1989,,,Plan,,,
REZ1989-0047,Rezoning - Residential,Withdrawn,,09/09/1988,,,Plan,,,
REZ1989-0023,Rezoning - Mixed Use,Approved,,08/31/1988,,,Plan,991 ANNAPOLIS WY,8492-08-7530,
REZ1992-0001,Rezoning - Mixed Use,Withdrawn,,06/04/1991,,,Plan,,,
REZ1990-0023,Rezoning - Residential,Withdrawn,,10/10/1989,,,Plan,,,VISTA MEADOWS
REZ1990-0022,Rezoning - Residential,Withdrawn,,09/29/1989,,,Plan,,,BLUE RIDGE FARMS
REZ1997-0009,Rezoning - Non-Residential,Approved,,10/31/1996,,,Plan,15395 JOHN MARSHALL HY,7298-51-5890,HOPPMANN CORPORATION
REZ1990-0035,Rezoning - Non-Residential,Withdrawn,,11/09/1989,,,Plan,,,TARMAC VIRGINIA HOLDINGS
REZ1992-0009,Rezoning - Non-Residential,Withdrawn,,02/28/1992,,,Plan,,,
REZ1991-0023,Rezoning - Mixed Use,Withdrawn,,11/27/1990,,,Plan,,,
REZ1996-0027,Rezoning - Mixed Use,Superseded,,01/02/1996,,,Plan,,,PR.WM. PKWY. & CROSSING PLACE
REZ1990-0064,Rezoning - Residential,Withdrawn,,03/01/1990,,,Plan,,,ROCK HILL ESTATES
REZ1990-0065,Rezoning - Non-Residential,Withdrawn,,04/10/1990,,,Plan,,,CHANG PROPERTY
REZ1993-0019,Rezoning - Residential,Approved,,02/05/1993,,,Plan,16499 BOYKIN CT,7100-73-4669,EVERGREEN FOREST
REZ1993-0018,Rezoning - Non-Residential,Superseded,,01/29/1993,,,Plan,,,TEXLAND PROPERTIES CORP.
REZ1999-0001,Rezoning - Non-Residential,Approved,,07/01/1998,,,Plan,6895 WELLINGTON RD,7597-00-2587,"GUY H. LEWIS,III,TRUSTEE"
REZ1992-0014,Rezoning - Residential,Approved,,04/08/1992,,,Plan,15453 LEE HY,7296-49-7073,
REZ1987-0027,Rezoning - Residential,Approved,,10/17/1986,,,Plan,14313 BRISTOW RD,7891-38-3874,
REZ1984-0030,Rezoning - Residential,Superseded,,01/12/1984,,,Plan,3517 JAMES MADISON HY,7200-94-7860,SUPERCEDED AND AMENDED BY REZ1996-0040.
REZ1983-0031,Rezoning - Residential,Approved,,03/22/1983,,,Plan,11446 HUNTSMAN DR,7794-92-8047,FOX RIDGE
REZ1988-0058,Rezoning - Mixed Use,Approved,,01/27/1988,,,Plan,14902 JEFFERSON DAVIS HY,8391-25-7903,
REZ1997-0011,Rezoning - Residential,Approved,,11/05/1996,,,Plan,10474 TREE SPRING CT,7794-38-5488,HERSCH FARM
REZ1986-0025,Rezoning - Mixed Use,Approved,,12/13/1985,,,Plan,12723 MINNIEVILLE RD,8393-21-2946,TIPCO HOMES INCORP.
REZ1995-0011,Rezoning - Mixed Use,Approved,,09/22/1994,,,Plan,8341 BARRETT DR,7696-98-3820,MANASSAS ASSISTED LIVING FACILITY
REZ1990-0052,Rezoning - Residential,Superseded,,02/09/1990,,,Plan,12391 IONA SOUND DR,7495-93-5105,PEMBROOKE
REZ1995-0043,Rezoning - Residential,Approved,,04/21/1995,,,Plan,1107 SWAN POINT RD,8393-90-5827,BOCS SWAN POINT MANDERFIELD
REZ1997-0010,Rezoning - Residential,Approved,,01/23/1997,,,Plan,14609 FAITH CT,8291-56-4470,GIDEON DEVELOPMENT
REZ1989-0010,Rezoning - Residential,Approved,,08/20/1988,,,Plan,3993 JAMES MADISON HY,7200-91-2551,
REZ1983-0035,Rezoning - Residential,Approved,,04/13/1983,,,Plan,8620 SUNNYGATE DR,7696-84-3493,
REZ1986-0002,Rezoning - Residential,Approved,,06/05/1986,,,Plan,12286 ASHMONT CT,8193-95-9041.01,SHERBROOKE
REZ1980-0015,Rezoning - Mixed Use,Approved,,12/19/1979,,,Plan,13900 CHURCH HILL DR,8392-51-6593,
REZ1987-0060,Rezoning - Residential,Approved,,04/10/1987,,,Plan,10408 JOHNSON DR,7794-08-7953,MAYFAIR
REZ1989-0061,Rezoning - Residential,Approved,,12/29/1988,,,Plan,3553 HUMMOCK PL,8293-01-4194,OLD BRIDGE ESTATES SEC 16 ADDITION
REZ1997-0023,Rezoning - Residential,Approved,,01/17/1997,,,Plan,14600 LEILANI DR,8091-16-1947,"LANI, L.L.C."
REZ1998-0004,Rezoning - Non-Residential,Approved,,08/07/1997,,,Plan,3500 BURR LN,8292-51-4135,SMOKETOWN MINI U STORAGE
REZ1966-0048,Rezoning - Residential,Approved,,07/28/1966,,,Plan,12842 CARA DR,8393-50-8999.01,ELYSIAN WOODS
REZ1967-0009,Rezoning - Mixed Use,Approved,,11/03/1966,,,Plan,13595 RYTON RIDGE LN,7497-09-3635,
REZ1989-0090,Rezoning - Residential,Approved,,04/21/1989,,,Plan,12980 FRENCH FORD CT,7793-60-1496,BRISTOW WOODS ESTATES
REZ1988-0051,Rezoning - Residential,Approved,,01/12/1988,,,Plan,14116 WELLMAN CT,7991-49-9693,STANLEY OWENS - DEER VALLEY
