Case Number,Type,Status,Project Name,Applied Date,Expiration Date,Completion Date,Module Name,Address,Main Parcel,Description
"REZ1970-0012","Rezoning - Residential","Approved","","09/30/1969","","","Plan","19301 FULLER HEIGHTS RD","8288-10-5715",""
"REZ1966-0035","Rezoning - Mixed Use","Approved","","04/13/1966","","","Plan","4312 INN ST","8188-44-5291",""
"REZ1965-0003","Rezoning - Mixed Use","Approved","","10/08/1964","","","Plan","16120 NEABSCO RD","8390-64-2551",""
"REZ1964-0017","Rezoning - Mixed Use","Approved","","06/11/1964","","","Plan","14705 BLACKBURN RD","8391-55-6593",""
"REZ1966-0021","Rezoning - Mixed Use","Approved","","03/03/1966","","","Plan","12846 FITZWATER DR","7493-68-2195",""
"PLN2013-00115","Rezoning - Residential","Approved","John Marshall Commons","10/11/2012","","","Plan","14534 JOHN MARSHALL HY","7397-19-4508","John Marshall Commons - To rezone +/- 27.7 acres from A-1, Agricultural and M-2, Light Industrial, to V, Village, to construct 144 single family attached (townhome) residential units (94 Townhouse units & 50 age-restricted townhouse units) and allow for uses permitted in the V, Village zoning district."
"REZ1965-0004","Rezoning - Residential","Superseded","","07/14/1964","","","Plan","15201 NEABSCO MILLS RD","8391-02-0128","GREEN VALLEY TRAILER PARK"
"REZ1967-0015","Rezoning - Mixed Use","Approved","","01/26/1967","","","Plan","1202 RIVERVIEW LN","8393-72-4639",""
"REZ1968-0027","Rezoning - Mixed Use","Approved","","06/18/1968","","","Plan","1510 CHERRY HILL RD","8389-62-5363",""
"REZ1972-0012","Rezoning - Residential","Approved","","09/21/1971","","","Plan","15801 CARDINAL DR","8290-67-1282",""
"REZ1967-0006","Rezoning - Mixed Use","Approved","","11/03/1966","","","Plan","12915 OCCOQUAN RD","8393-70-7034",""
"PLN2013-00273","Rezoning - Proffer Amendment","Approved","","03/21/2013","","","Plan","13650 HEATHCOTE BL","7397-96-4698","PROFFER AMENDMENT TO AMEND PROFFERS OF PRA #PLN2003-00046 & PRA #PLN2009-00176 HERITAGE HUNT COMMERCIAL LANDBAY C; PMD;SRL; WITHIN HCOD"
"PLN2013-00005","Rezoning - Proffer Amendment","Approved","","07/03/2012","","","Plan","13900 CHURCH HILL DR","8392-51-6593","PRA - SAINT MARGARET'S CHURCH - TO AMEND PROFFERS OF REZ# PLN2006-00439 FOR THE ALLOWANCE OF A RELIGIOUS INSTITUTION AND MEDICAL OFFICE - 13900 CHURCH HILL DRIVE BETWEEN PRINCE WILLIAM PARKWAY AND JEFF DAVIS HWY, 1/8 MILE FROM INTERSECTION OF CHURCH HILL DRIVE AND PRINCE WILLIAM PARKWAY - ZONED PMR, PLANNED MIXED RESIDENTIAL - LRLU COMP PLAN DESIGNATION SRH, SUBURBAN RESIDENTIAL HIGH AND WITHIN THE POTOMAC COMMUNITIES SECTOR PLAN"
"REZ1967-0028","Rezoning - Mixed Use","Approved","","04/05/1967","","","Plan","10031 BALLS FORD RD","7697-45-5730",""
"PLN2000-00054","Rezoning - Residential","Approved","","02/15/2000","","","Plan","13409 HUNTER LN","8292-46-1441","REZ-QUAKER HOMES; A-1 TO R-10 & O(M)"
"PLN2000-00118","Rezoning - Proffer Amendment","Approved","","03/21/2000","","","Plan","14800 POTOMAC MILLS RD","8292-02-0921","PRA-PRINCE WILLIAM COMMONS (REZ 94-28)"
"PLN2002-00024","Rezoning - Non-Residential","Approved","","07/27/2001","","","Plan","10101 HARRY J PARRISH BL","7694-96-3036","REZ #PLN2002-00024 - AIRPORT GATEWAY I
"
"PLN2001-00090","Rezoning - Non-Residential","Approved","","10/03/2000","","","Plan","8126 PINEY BRANCH LN","7496-49-0775","REZ WINCHESTER EQUIPMENT CO. (A-1 TO M-1)"
"PLN2001-00088","Rezoning - Residential","Approved","","10/02/2000","","","Plan","15271 DYERS RD","8191-40-5265","JAMESTOWN ESTATES
REZONE A-I, AGRICULTURAL TO R-10, RESIDENTIAL"
"PLN2002-00029","Rezoning - Non-Residential","Denied","","08/16/2001","","","Plan","13641 MINNIEVILLE RD","8292-22-1698","U-Haul at Prince William Commons
To Rezone PBD to B-1 "
"PLN2000-00015","Rezoning - Non-Residential","Superseded","","11/19/1999","","","Plan","15411 JOHN MARSHALL HY","7298-41-7450","REZ - MIDWOOD CENTER"
"PLN2005-00197","Rezoning - Residential","Approved","","11/29/2004","","","Plan","4310 JAMES MADISON HWY HAYMARKET VA 20169","7198-99-4945","REZ#PLN2005-00197, DOMINION VALLEY COUNTRY CLUB
DVCC/SILVER LAKE/SQUIRE PROPERTY - A-1 TO RPC & A-1 WITH PROFFERS"
"PLN2003-00018","Rezoning - Residential","Approved","","07/17/2002","","","Plan","15524 CARDINAL DR","8190-98-9178","CARDINAL TRACE
Rezone A-1, Agricultural to R-10,  Single Family Residential (10, 000.Sq.Ft. Lots)"
"PLN2002-00343","Rezoning - Proffer Amendment","Approved","","06/04/2002","","","Plan","9604 HORNBAKER RD","7695-38-7611","Eli Lilly & Co/INNOVATION @ PWC (Hersch/Weaver) "
"PLN2004-00035","Rezoning - Residential","Approved","","07/30/2003","","","Plan","2609 PHEASANT HUNT RD","8292-45-4403","REZ (BEHIND 2609 PHEASANT HUNT RD-EASEMENT) FROM O(L) TO PMR (LESS THAN ONE ACRE)"
"PLN2004-00279","Rezoning - Mixed Use","Withdrawn","","03/04/2004","","","Plan","1940 OLD BRIDGE RD","8393-32-7695","REZ MASONS RIDGE (A-1 TO PMR (9.29 ACRES) & TO O(L) (8.51 ACRES)"
"PLN2003-00412","Rezoning - Residential","Approved","","06/12/2003","","","Plan","15028 BLACKBURN RD","8391-43-7839","REZ VENTURA PROPERTY (A-1 TO R-10 AND A-1 WITH PROFFERS)"
"PLN2002-00357","Rezoning - Proffer Amendment","Approved","","06/07/2002","","","Plan","8360 BLOOMS QUARRY LN","7896-27-2011","KATIES GROVE
Proffer Amendment REZ95-0024"
"PLN2006-00353","Rezoning - Non-Residential","Suspended (On-Hold)","CARVER ROAD PROPERTY","11/17/2005","","","Plan","7449 CARVER RD","7397-03-1356","CARVER ROAD PROPERTY - REZONE 6.7724 ACRES FROM A-1 TO 0(L) TO CONSTRUCT TWO OFFICE BUILDINGS. CEC."
"PLN2007-00028","Rezoning - Proffer Interpretation/Determination","Closed","","07/18/2006","","","Plan","2610 CHERRY HILL RD","8389-06-6682","PRI / REZ PLN2000-00078 / HARBOR STATION PROFFERED NEIGHBORHOOD PARK SITE"
"PLN2006-00898","Rezoning - Residential","Approved","","06/12/2006","","","Plan","4524 ASDEE LN","8193-34-3216","REZ MAY'S QUARTER AT REID'S PROSPECT (81.48 AC FROM A-1 TO PMR) & WAIVERS OF BUFFER REQUIREMENTS; CEC-CC & ER"
"PLN2009-00016","Rezoning - Non-Residential","Approved","","07/11/2008","","","Plan","6651 WELLINGTON RD","7496-89-6488","REZONE 11.1191 ACRES FROM M-2 TO B-1 TO INCLUDE THE FOLLOWING USES: INDOOR RECREATION FACILITY, OFFICE, AND RETAIL; EI, M-2"
"PLN2005-00469","Rezoning - Residential","Approved","","05/09/2005","","","Plan","15414 CARDINAL DR","8191-60-9609","REZ FISHER PROPERTY (A-1 TO R-4)"
"PLN2007-00598","Rezoning - Non-Residential","Approved","","03/29/2007","","","Plan","11104 INDUSTRIAL RD","7595-78-7384","REZ, Rental Services Corporation (construction equipment); M-2 to M-1; EI; 2.165 acres; located at 11104 Industrial Road; includes existing 9, 900 sqft two story building and proposes addition-2,100 sqft. "
"PLN2008-00064","Rezoning - Residential","Approved","","08/02/2007","","","Plan","7161 OLD FOREST CT","7996-12-0289","REQUEST TO REZONE APPROX. 122 ACRES OF A-1 TO SR-1 ALLOW FOR THE CONSTRUCTION OF 62 SFD"
"PLN2006-00529","Rezoning - Proffer Amendment","Closed","","02/02/2006","","","Plan","9604 HORNBAKER RD","7595-65-9741","PRA - BOARD INITIATED AMENDMENT (05-589) OF PROPERTY FOR CONFORMANCE TO THE GOALS AND STRATEGIES OF THE GEORGE MASON UNIVERSITY -PW CAMPUS SECTOR PLAN AND RECONCILE WITH THE TEOD.    "
"PLN2006-00835","Rezoning - Proffer Interpretation/Determination","Closed","","05/26/2006","","","Plan","5208 HOADLY RD","8093-72-2977","PRI / ARCHITECTURE FOR PROPOSED CHEVY CHASE BANK / REZ: PLN2004-00264"
"PLN2014-00240","Rezoning - Proffer Interpretation/Determination","Closed","","04/16/2014","","","Plan","8140 QUARRY RD","7896-31-1940","PRI - PROFFERS INTERPRETATION FOR WALKER STATION PROPERTIES"
"PLN2011-00195","Rezoning - Proffer Interpretation/Determination","Closed","","12/08/2010","","","Plan","15205 CARDINAL DR","8191-42-3129","** REFUND ** CUSTOMER WITHDREW FROM DETERMINATION


PRI / CARDINAL POINTE"
"PLN2009-00375","Rezoning - Proffer Interpretation/Determination","Closed","","03/05/2009","","","Plan","6217 TOKEN FOREST DR","7993-90-4780","PRI / FOREST GLEN - PROFFER #14, RE: DISTURBANCE OF AREAS DESIGNATED AS OPEN SPACE"
"PLN2008-00169","Rezoning - Residential","Approved","","09/27/2007","","","Plan","11980 HOOKER LN","7493-67-4889","REZ, FROM B-1 TO R-4, 1.16 AC; CONCURRENT WITH SUP #PLN2008-00168; B-1, AE"
"PLN2008-00624","Rezoning - Proffer Interpretation/Determination","Closed","","05/16/2008","","","Plan","11500 INDUSTRIAL RD","7595-47-7911","ZND / BROAD RUN - "
"PLN2012-00137","Rezoning - Proffer Interpretation/Determination","Closed","","10/18/2011","","","Plan","9100 AUTUMN GLORY LN","7496-60-2428","PROFFER INTERPRETATION FOR PLN2004-00389"
"PLN2010-00056","Rezoning - Proffer Interpretation/Determination","Closed","","08/07/2009","","","Plan","14615 GENERAL WASHINGTON DR","8091-76-8924","PRI / IGLESIA DE DIOS PENTECOSTAL PUERTA DEL CIELO CHURCH - RE: SWM/BMP FACILITY"