Case Number,Type,Status,Project Name,Applied Date,Expiration Date,Completion Date,Module Name,Address,Main Parcel,Description
"REZ2023-00018","Rezoning - Non-Residential","Under Review","GARDNER PROPERTY","12/27/2022","","","Plan","14414 MCGRAWS CORNER DR GAINESVILLE VA 20155","7397-34-3968","GARDNER PROPERTY - This is a request to rezone 82 acres from A-1, Agricultural and B-1, General Business to M-2, Light Industrial, to allow up to 1,787,266 square feet of data center use, with associated waivers & modifications to increase building height and to increase Floor Area Ratio (FAR).  Also, to amend the map of the Data Center Opportunity Zone Overlay District (DCOZOD) to incorporate these parcels into the DCOZOD. The property is located at the intersection of Nolan Drive and Gardner Manor Place and McGraws Corner Drive. The subject site is identified on County maps as GPINs 7397-34-3968, 7397-24-9409, 7397-24-7793, 7397-24-2642, 7397-24-5358, 7397-25-6482, 7397-35-2804, 7397-34-7736, 7397-34-9413, 7397-33-5378, 7397-44-2126, 7397-44-0054, 7397-34-9643, & ROW. The site is designated I-3, Technology/Flex in the Comprehensive Plan and is partially located within the Lee Highway Corridor Overlay District and a Historic Sensitivity Area.  Brentsville Magisterial District."
"REZ2021-00024","Rezoning - Non-Residential","Approved","USA Self-Storage at Old Dominion Drive","06/30/2021","","","Plan","8913 OLD DOMINION DR MANASSAS VA 20110","7794-78-0392","USA Self-Storage at Old Dominion Drive; This is a request to rezone 0.81 acres from A-1, Agricultural, to B-1, General Business.  There is a concurrent request for a special use permit to allow a self-storage center with an increase in floor area ratio (FAR) on 2.66 acres."
"REZ2022-00004","Rezoning - Proffer Amendment","Withdrawn","Cedar Meadows","08/05/2021","","","Plan","13111 NOKESVILLE RD NOKESVILLE VA 20181","7493-48-3246","Cedar Meadows - This is a request to amend the proffers associated with Proffer Amendment #REZ2020-00008 to return the property for additional 7-Eleven land to its pre-purchase contract zoning.  The subject 19.66-acre property is located 425 feet south of the intersection of Nokesville Road (Rt. 28) and Fitzwater Drive, is currently addressed as 13111 Nokesville Road, and is identified on County maps as GPIN 7493-48-3246.  The site is zoned B-1, General Business; is designated AE, Agricultural or Estate; and is located within the Rural Area, Nokesville Sector Plan special planning area, and Domestic Fowl Overlay District.  Brentsville Magisterial District"
"REZ2020-00017","Rezoning - Non-Residential","Approved","Republic Services Manassas Facility","02/21/2020","","","Plan","8237 WELLINGTON RD MANASSAS VA 20109","7596-94-8048","Republic Services Manassas Facilities - Request to rezone 25.2248 acres from to M-1, Heavy Industrial to M/T with proffers to allow a company with a commercial vehicle service facility and related accessory uses.  The subject property is located northside of Wellington Road 660 feet west of the intersection of Wellington Road and Vulcan Lane.  The site is identified on County maps as GPINs 7596-94-8048 and 7596-95-2913.  The site is zoned M-1, Heavy Industrial, designated REC, Regional Employment Center, in the Comprehensive Plan; and is located within the Technology Overlay District, Technology Overlay Subdistrict, Data Center Opportunity Overlay District, and Airport Safety Overlay District; Part of the Innovation Park Sector Plan.  Brentsville Magisterial District"
"PLN2002-00342","Rezoning - Proffer Amendment","Superseded","","06/04/2002","","","Plan","9604 HORNBAKER RD","7695-17-5818","Proffer Amendment - Eli Lilly & Co/Innovation @ PWC (WMK Ventures)"
"REZ2018-00008","Rezoning - Mixed Use","Approved","Gainesville Crossing","11/02/2017","","","Plan","12551 LEE HWY GAINESVILLE VA 20155","7497-67-8141","Gainesville Crossing -  To rezone 152.7 acres from A-1, Agricultural, to PBD, Planned Business District, to allow a mix of commercial uses, and a modification to allow data center, electric substation, and other uses in the PBD district, not to exceed 4,670,835 sq. ft. in total. The application also includes waivers and modifications. The site is located on the south side of Lee Hwy (Route 29) between its intersections with Heathcote Blvd/ I-66 Exit 43B off ramp and Pageland Ln, and is on the north side of I-66. The site is identified on County maps as GPINs 7497-67-8141 and 7497-26-9609 (part); is located within the Airport Safety and Route 29 Highway Corridor Overlay Districts; and is designated REC, Regional Employment Center, in the Comprehensive Plan. The site is also partially within the 1-66/Route 29 Sector Plan"
"REZ2023-00016","Rezoning - Proffer Amendment","Under Review","CHAPEL SPRINGS ASSEMLBY OF GOD CHURCH PRA","01/23/2023","","","Plan","11500 NEW LIFE WAY BRISTOW VA 20136","7595-61-9828","CHAPEL SPRINGS ASSEMBLY OF GOD PRA - This is a request for a proffer amendment to amend REZ#1998-0016 to remove private school prohibition. The property is located at 11500 New Life Way Bristow, VA, 20136. The subject site is identified on County maps as GPIN 7595-61-9828 on approximately 14.944 acres; is zoned O(M), Mid-Rise Office and M-2, Light Industrial; and is designated OMU-3, Office Mixed Use - Mid-Rise (T-3), in the Comprehensive Plan, and is located in Highway Corridor Overlay Districts, Historic Sensitivity Areas, and Airport Safety Overlay District.  Brentsville Magisterial District."
"REZ2022-00032","Rezoning - Non-Residential","Under Review","DIGITAL GATEWAY NORTH","06/26/2022","","","Plan","5204 PAGELAND LN CATHARPIN VA 20143","7499-51-0789","DIGITAL GATEWAY NORTH - This is a request to rezone 534 acres from A-1, Agricultural, to PBD, Planned Business District implemented with the O(H), Office High-Rise District, to allow for data centers and supporting facilities, including a maximum of 10 percent secondary office and ancillary uses. As part of the request the applicant is seeking associated waivers and modifications. The subject properties are located on both the east and the west side of Pageland Lane, to the south of Catharpin Recreational Park and Sudley Road, and north of Thornton Drive, and east of Catharpin Valley Drive. The subject properties are identified on County maps as GPINs 7499-51-0789, 7499-50-2914, 7499-62-5386, 7499-82-1020, 7499-70-3896, 7499-81-6203, 7499-83-9783, 7499-83-4804, 7499-92-7290, 7499-73-5646 ,7499-84-0870, 7499-72-1255, 7499-94-6530, 7499-84-7796, 7499-85-6806, 7599-04-3214, 7599-14-2313, 7599-13-0663. The site is designated I-3, Technology/Flex and POS, Parks and Open Space in the Comprehensive Plan and is located within the Airport Safety Overlay District and the Environmental Resource Protection Overlay District. The site is also subject to the adopted Comprehensive Plan Amendment CPA2021-00004, PW Digital Gateway. Gainesville Magisterial District"
"REZ2024-00005","Rezoning - Mixed Use","Pending","SMITH CROSSING","08/14/2023","","","Plan","5804 ARTEMUS RD GAINESVILLE VA 20155","7498-37-3622",""
"ZPA2010-00166","Zoning Approval - Sign","Approved","","07/11/2009","","","Plan","3700 FETTLER PARK DR","8189-86-2818","SIGN / QUANTICO MONUMENT - NEW FREESTANDING (1 OF 3 SIGNS) - MUST MEET ALL REQUIREMENTS IN REZONING CASE  # 86-14 - MUST MEET ALL PWC SIGNS REGULATIONS "
"ZPA1995-01124","Zoning Approval - Certificate of Zoning Approval","Approved","","09/14/1994","","","Plan","12202 HAZELWOOD DR","7591-07-8427","Certificate of Zoning Approval PERC TEST-SUBDIVISION OF PARCEL OF LESS THAN 10 ACRES WOULD REQUIRE APPROVED FAMILY LAND TRANSFER OR REZONING OF PARCEL -  "
"ZPA1995-01832","Zoning Approval - Certificate of Zoning Approval","Approved","","10/28/1994","","","Plan","3840 MOUNT ATLAS LN","7100-92-6214","Certificate of Zoning Approval PERC TEST - SUBJECT TO HEALTH DEPARTMENT - ONE SINGLE FAMILY DWELLING ON LOT - CANNOT SUBDIVIDE LOT UNLESS REZONING OF PROPERTY WOULD BE APPROVED. "
"ZPA2004-06058","Zoning Approval - Sign","Approved","","02/26/2004","","","Plan","14301 CROSSING PL","8392-03-1156","SIGN - NEW SIDE WALL SIGN (2 OF 2 WALL SIGNS) - SUBJECT TO PWC SIGN REGULATIONS - SUBJECT TO REZONING PLN2001-00200 - SIGNS NOT LOCATED WITHIN HCOD AREA"
"15-00094R00S01","Subdivision Plan - Preliminary","Approved","","11/03/2014","","","Plan","1800 POTOMAC SHORES PY DUMFRIES VA 22026","8389-54-1076","PRELIMINARY PLAN FOR RESIDENTIAL "
"REZ2018-00025","Rezoning - Proffer Amendment","Withdrawn","Apple Federal Credit Union","06/22/2018","","","Plan","4201 OLD BRIDGE RD WOODBRIDGE VA 22192","8192-59-3296","Apple Federal Credit Union at The Glen - This is a request to amend the proffers associated with Proffer Amendment #PLN2013-00144, and to amend the conditions associated with Special Use Permit #PLN2013-00145 to develop the site as a financial institution with drive-through facility.  The proposed changes include a reduction in SUP area, reduction in number of drive-through lanes, amended site layout, and amended building design and signage elevations.  The subject property is located at the southeastern intersection of Prince William Parkway and Old Bridge Road on an undeveloped pad site; is currently addressed as 4201 Old Bridge Road; and is identified on County maps as GPIN 8192-59-3296.  The site is currently zoned B-1, General Business; is designated CEC, Community Employment Center, in the Comprehensive Plan; and is located within the Prince William Parkway Highway Corridor Overlay District.  Occoquan Magisterial District"
"REZ2019-00003","Rezoning - Minor Modification","Approved","","07/20/2018","","","Plan","","7596-51-8465","Patriot Hill Drive Minor Modification - Modify the phasing requirement of the playground and tot lot in Proffer 5.2 due to final engineering and construction timing. Administrative Minor Modification to PLN2003-00250"
"REZ2018-00021","Rezoning - Minor Modification","Approved","","03/23/2018","","","Plan","8223 BIRCH ST MANASSAS VA 20111","7896-28-4560","Birch Street Minor Modification - Minor Modification to proffers associated with REZ1990-0019 to allow change in layout, building GFA, and widen a buffer along the southern property line"
"REZ2019-00006","Rezoning - Minor Modification","Approved","","08/21/2018","","","Plan","9538 GODWIN DR MANASSAS VA 20110","7695-48-8176","Acadia Administrative Minor Modification to PLN2007-00522"
"REZ2016-00009","Rezoning - Proffer Amendment","Approved","Occoquan Overlook","10/28/2015","","","Plan","4730 OCCOQUAN OVERLOOK WOODBRIDGE VA 22192","8194-16-4273","Occoquan Overlook; This is a request to amend proffers PLN2007-00817 (Occoquan Overlook) to reduce the number of permitted single - family dwellings on Occoquan Overlook, Lot 37A, from two to one. The property is located at 4730 Occoquan Overlook, east from the intersection of Occoquan Overlook and Old Bacon Race Road. The site is identified on County maps as GPIN 8194-16-4273, is zoned SR-5, 1 dwelling per 5 acres, and is designated SRR, Semi-Rural Residential, in the Comprehensive Plan. Also, the property falls within the Flood Hazard Overlay District and Chesapeake Bay Preservation Area Overlay District. Occoquan Magisterial District."
"REZ2017-00021","Rezoning - Proffer Amendment","Approved","Starbucks - Worth Avenue","03/21/2017","","","Plan","13000 WORTH AVE WOODBRIDGE VA 22192","8292-62-9427","Exxon/Smoketown Station Sign Modification; Proffer Amendment, (PRA), request to amend the existing proffers pursuant to #REZ1994-0009 allowing additional signage on lot 6. The subject site is located at the intersection of Prince William Parkway and Worth Avenue and is identified on County maps as GPIN 8292-62-9427. The subject site is zoned PBD, Planned Business District, and is designated RCC, Regional Commercial Center, in the Comprehensive Plan. The property is located in the Prince William Parkway HCOD, Highway Corridor Overlay District. Occoquan Magisterial District."
"REZ2015-20000","Rezoning - Non-Residential","Approved","DC Paddock LLC","10/15/2014","","","Plan","11132 INDUSTRIAL RD MANASSAS VA 20109","7595-68-7096","DC Paddock LLC - Rezone 1.84 acres from M-2, Light Industrial, to M-T, Industrial Transportation; EI."
"REZ2015-20001","Rezoning - Residential","Approved","IMMANUEL ANGLICAN CHURCH ","12/02/2014","","","Plan","7112 TOKEN VALLEY RD MANASSAS VA 20112","7992-15-2056","IMMANUEL ANGLICAN CHURCH; TO REZONE +/- 11.34 ACRES FROM A-1 TO SR-1  "
"PLN2011-00029","Rezoning - Proffer Interpretation/Determination","Closed","","07/27/2010","","","Plan","3700 FETTLER PARK DR","8189-86-2818","PRI / QUANTICO CENTER"
"PLN2014-00399","Rezoning - Proffer Amendment","Approved","Potomac Shores","06/20/2014","","","Plan","1900 POTOMAC SHORES PY Unit: UCL001","8389-18-2216","POTOMAC SHORES MZP & PROFFER AMENDMENT"
"PLN2015-00105","Rezoning - Proffer Interpretation/Determination","Closed","","09/10/2014","","","Plan","9501 LIBERIA AV","7895-27-8091","PRI - PROFFER INTERPRETATION FOR DRIVE-THRU FOR  AN EXISTING APPLEBEES"
"PLN2014-00013","Rezoning - Proffer Amendment","Approved","","07/11/2013","","","Plan","4101 OLD BRIDGE RD","8192-59-5981","PRA - TRIBUTE AT THE GLEN - TO AMEND CERTAIN PROFFERS OF #PLN2006-00525 WHICH AFFECT A PORTION OF GPIN 8192-59-6092 FOR THE ALLOWANCE OF ADJUSTMENTS TO THE SITE LAYOUT, BUILDING LAYOUT, AND ARCHITECTURE TO PERMIT AN ASSISTED LIVING FACILITY - 4101 OLD BRIDGE ROAD AT THE SOUTHEAST CORNER OF PRINCE WILLIAM PARKWAY AND OLD BRIDGE ROAD - ZONED B-1, GENERAL BUSINESS DISTRICT - LRLU COMP PLAN DESIGNATION CEC, COMMUNITY EMPLOYMENT CENTER AND WITHIN THE PRINCE WILLIAM PARKWAY HIGHWAY CORRIDOR OVERLAY DISTRICT"
"PLN2007-00723","Rezoning - Proffer Interpretation/Determination","Closed","","05/22/2007","","","Plan","14620 LIGHTNER RD","7398-28-5041","PRI / PROFFER #54.C.ii COMPLIANCE"
"PLN2009-00328","Rezoning - Proffer Interpretation/Determination","Closed","","01/27/2009","","","Plan","13515 FOWKE LN","8292-56-2742","PRI / GARBER PROPERTY - RE: STORMWATER MANAGEMENT/BMP FACILITY"
"PLN2007-00769","Rezoning - Proffer Interpretation/Determination","Closed","","06/12/2007","","","Plan","7700 LIMESTONE DR","7396-98-0362","PRI / VIRGINIA GATEWAY RE: PHASE V - UTILITY EASEMENT PLANTING"
"PLN2008-00428","Rezoning - Proffer Interpretation/Determination","Closed","","02/14/2008","","","Plan","10604 BRISTOW RD","7594-68-3079","PRI / NEW BRISTOW VILLAGE, RE: SECONDARY USE LOTS"
"PLN2009-00331","Rezoning - Proffer Interpretation/Determination","Closed","","01/29/2009","","","Plan","10410 GODWIN DR","7694-86-5813","PRI / AIRPORT GATEWAY"
"PLN2010-00455","Rezoning - Proffer Amendment","Approved","","06/29/2010","","","Plan","2301 RIVER HERITAGE BL","8289-91-1918","PRA - HARBOR STATION SOUTH AMENDMENT - TO MODIFY PROFFER #23 OF PRA# PLN2006-00194.  TO MAKE MONETARY CONTRIBUTION TO THE PRINCE WILLIAM COUNTY IN THE AMOUNT OF $414,671.22. TO PROVIDE GREATER FLEXIBILITY FOR SUCH COMMUTER PARKING SPACES TO BE IN A LOCATION, OR MULTIPLE LOCATIONS, AS APPROVED BY THE COUNTY AT THE TIME THE INTERCHANGE IS CONSTRUCTED AND EXISTING COMMUTER PARKING SPACES, IF ANY, ARE REMOVED. LOCATED ON PARCELS NORTH AND SOUTH OF CHERRY HILL ROAD, 1.5 MILES EAST OF THE SELECTED PARCELS LOCATED TO THE NORTH AND SOUTH OF CHERRY HILL ROAD AND EXTENDING EAST ALONG CHERRY HILL ROAD APPROXIMATELY 1.5 MILES;"
"PLN2010-00456","Rezoning - Non-Residential","Approved","","06/29/2010","","","Plan","13602 LEE HY","7397-77-8335","REZ APPROX. 1.9 AC. TO PBD & PRA TO INCORPORATE ADD'L ACREAGE INTO EXISTING HERITAGE HUNT COMMERCIAL PBD; PBD; REC"
"PLN2014-00099","Rezoning - Residential","Approved","Knightsbridge","09/16/2013","","","Plan","2019 HORNER RD","8392-24-6238","KNIGHTSBRIDGE - REZ#PLN2014-00099 (2.07 ACRES FROM A-1 TO R-16, RESIDENTIAL)"
"PLN2010-00392","Rezoning - Proffer Interpretation/Determination","Closed","","05/10/2010","","","Plan","12204 JENNELL DR","7596-06-9968","PRI / JENNELL ESTATES - DEARMY PARCEL"
"PLN2011-00325","Rezoning - Non-Residential","Approved","","03/08/2011","","","Plan","12801 RANDOLPH RIDGE LN","7497-64-3717","REZ RANDOLPH RIDGE LLC (9.39 AC FROM M-2 TO M-T); EI; WITHIN HCOD & AIRPORT SAFETY OVERLAY DISTRICT"
"PLN2012-00039","Rezoning - Proffer Interpretation/Determination","Closed","","07/26/2011","","","Plan","7320 SUDLEY RD","7697-24-8731","CURRENT PROPERTY WANTS TO CREATE NEW PROPERTY AS A JIFFY LUBE WITH DRIVE THRU SERVICING"
"PLN2012-00012","Rezoning - Proffer Interpretation/Determination","Closed","","07/14/2011","","","Plan","7503 CENTREVILLE RD","7897-33-2356","DETERMINATION THAT UNITS ARE IN CONFORMANCE WITH MZP"
"PLN2011-00007","Rezoning - Non-Residential","Approved","","06/30/2010","","","Plan","10200 STADLER PL","7595-52-5731","REZONE +/- 5.146 ACRES FROM A-1 TO B-1. COMPANION CPA # PLN2009-00297. FEC; HCOD"
"PLN2012-00075","Rezoning - Proffer Interpretation/Determination","Closed","","08/17/2011","","","Plan","4520 ASDEE LN","8193-24-8339","PROFFER INTERPRETATION REGARDING REZ# PLN2006-00898, GREATBRIDGE ROAD SIDEWALK-PWC PKWY PROJECT-MAY'S QUARTER"
"PLN2015-00097","Rezoning - Residential","Voided","","06/25/2014","","","Plan","7311 JAMES MADISON HY","7297-24-1752","REZ, DOMINION HUNT, REZONE 51.79643 ACRES FROM A-1 TO SR-1C;SRR, SEMI-RURAL RESIDENTIAL."
"PLN2012-00360","Rezoning - Proffer Interpretation/Determination","Closed","","04/24/2012","","","Plan","5227 HOADLY RD","8093-60-4594","Proffer Determination for Hoadly Forest for maintenance of off-site trail"
"PLN2010-00411","Rezoning - Proffer Interpretation/Determination","Closed","","05/21/2010","","","Plan","4630 PRINCE WILLIAM PY","8193-22-3614","PRI / REID'S PROSPECT - BANK DRIVE-THRU"
"PLN2011-00099","Rezoning - Proffer Interpretation/Determination","Closed","","08/31/2010","","","Plan","14935 JEFFERSON DAVIS HY","8391-24-9403","PRI / POTOMAC HEIGHTS - REQUEST FOR CONFIRMATION OF PROPOSED LAYOUT AND ARCHITECTURE"
"PLN2010-00309","Rezoning - Non-Residential","Approved","","03/10/2010","","","Plan","8221 LINTON HALL RD BRISTOW VA 20136","7496-18-4111","REZ - HUNTER PROPERTY - REZONE 92.75 ACRES FROM A-1(AGRICULTURAL) TO M-1(HEAVY INDUSTRIAL) - REZONE 10.03 ACRES FROM M-1(HEAVY INDUSTRIAL) TO M-1(HEAVY INDUSTRIAL) - LOCATED ON THE SOUTH SIDE OF WELLINGTON ROAD (RTE. 674), AT THE EXISTING TERMINUS OF PROGRESS COURT AND EXTENDING IN A SOUTH AND SOUTHEASTERLY DIRECTION APPROXIMATELY 2,500 FEET - "
"PLN2011-00397","Rezoning - Proffer Interpretation/Determination","Closed","","05/02/2011","","","Plan","12001 VINT HILL RD","7594-19-8955","PI/INTERPRETATION FOR REALIGNMENT OF VINT HILL RD. OBLIGATIONS"
"PLN2011-00176","Rezoning - Proffer Interpretation/Determination","Closed","","11/23/2010","","","Plan","2109 DAVIS FORD RD","8393-20-4742","PRI / TACKETT'S VILLAGE"
"PLN2010-00078","Rezoning - Proffer Interpretation/Determination","Closed","","08/20/2009","","","Plan","2025 HORNER RD","8392-23-3590","PRI / KENSINGTON PLACE; RE: PROFFER #5"
"PLN2012-00202","Rezoning - Non-Residential","Approved","","12/13/2011","","","Plan","14904 JEFFERSON DAVIS HY","8391-24-6189","REZ - WOODBRIDGE MEDICAL OFFICE PROPERTY - TO REZONE 0.3994 SECTION OF PROPERTY FROM A-1 TO O(L) - TO ALLOW FOR ADDITIONAL PARKING - THE PROPERTY IS LOCATED ON THE WEST SIDE OF ROUTE 1, AT THE NORTHWEST CORNER OF ROUTE 1 AND DELAWARE DRIVE - PROPERTY IS SPLIT ZONED, PART OF THE PROPERTY IS AGRICULTURAL (A-1) ANOTHER PART OF THE PROPERTY IS OFFICE LOW-RISE (OL) - LONG RANGE LAND USE DESIGNATION OF OFFICE (O)"
"PLN2011-00257","Rezoning - Non-Residential","Approved","","01/27/2011","","","Plan","11260 INDUSTRIAL RD","7595-58-3375","REZ - BROAD RUN LOT - TO REZONE 3 ACRES FROM M-2, LIGHT INDUSTRIAL TO M/T, INDUSTRIAL TRANSPORTATION - OUTSIDE STORAGE AND WAREHOUSE - LONG RANGE LAND USE IS INDUSTRIAL EMPLOYMENT, EI. - LOCATED APPROXIMATELY 300 FEET FROM THE INTERSECTION OF INDUSTRIAL ROAD AND HAWKINS DRIVE ON THE NORTHWEST SIDE OF INDUSTRIAL ROAD - THE SITE IS LOCATED WITHIN THE AIRPORT SAFETY OVERLAY DISTRICT - THE PROPERTY IS ZONED M-2, LIGHT INDUSTRIAL."
"PLN2012-00005","Rezoning - Proffer Amendment","Withdrawn","","07/08/2011","","","Plan","1501 CHERRY HILL RD","8389-41-3404","PRA - HARBOR STATION SOUTH AMENDMENT - TO AMEND THE PROFFERED CONDITIONS OF REZ# PLN2010-00455, HARBOR STATION SOUTH - TO DELETE THE SPECIFIC REFERENCED PROVISIONS OF THE BALD EAGLE MANAGEMENT PRACTICES AND TO COMMIT THAT ALL STATE AND FEDERAL REGULATIONS GOVERNING PROTECTION OF THE BALD EAGLE APPLICABLE AT THE TIME OF DEVELOPMENT OF ANY PORTION OF THE PROPERTY WHERE EAGLES ARE IMPACTED WILL BE FOLLOWED - HARBOR STATION SOUTH AMENDMENT - PROFFER  #24.G - THE PROPERTY IS 742 ACRES AND LOCATED GENERALLY SOUTH OF CHERRY HILL ROAD APPROXIMATELY 1.2 MILES EAST OF ITS INTERSECTION WITH NEW CHERRY HILL ROAD AND EXTENDING SOUTH TO POSSUM POINT ROAD AND THE VIRGINIA POWER PROPERTY AND EAST TO THE CSX RAILROAD - ZONED PLANNED MIXED RESIDENTIAL, PMR - ZONED PLANNED MIXED DISTRICT, PMD - DESIGNATED SRL, SUBURBAN RESIDENTIAL LOW, SRM, SUBURBAN RESIDENTIAL MEDIUM, SRH SUBURBAN RESIDENTIAL HIGH, AND ER, ENVIRONMENTAL RESOURCE"
"REZ1971-0009","Rezoning - Mixed Use","Approved","","09/08/1970","","","Plan","13303 TELEGRAPH RD","8392-16-5293",""
"REZ1969-0005","Rezoning - Mixed Use","Approved","","09/24/1968","","","Plan","15030 NEABSCO MILLS RD","8291-82-8788",""
