Case Number,Type,Status,Project Name,Applied Date,Expiration Date,Completion Date,Module Name,Address,Main Parcel,Description
REZ1983-0025,Rezoning - Residential,Approved,,02/18/1983,,,Plan,8249 CRACKLING FIRE DR,7396-65-4799,ROCKY RUN
REZ1985-0021,Rezoning - Mixed Use,Approved,,10/12/1984,,,Plan,8326 BETHLEHEM RD,7596-77-0636,
REZ1958-0127,Rezoning - Residential,Approved,,03/07/1963,,,Plan,14101 JEFFERSON DAVIS HY,8392-61-7377,
REZ1989-0032,Rezoning - Residential,Superseded,,09/20/1988,,,Plan,10500 MOORE DR,7894-99-3805,
REZ1984-0037,Rezoning - Mixed Use,Approved,,02/22/1984,,,Plan,8500 SUDLEY RD,7696-85-6632,
REZ1987-0013,Rezoning - Mixed Use,Approved,,09/02/1986,,,Plan,8525 ROLLING RD,7796-15-0709,
REZ1974-0002,Rezoning - Mixed Use,Superseded,,07/24/1973,,,Plan,18316 JEFFERSON DAVIS HY,8188-66-3192,
REZ1989-0017,Rezoning - Mixed Use,Superseded,,08/25/1988,,,Plan,5750 NORTHTON CT,8092-36-0135,DALE CITY RPC
REZ1968-0012,Rezoning - Residential,Approved,,12/20/1967,,,Plan,12756 CAPTAINS CO,8393-61-9366,
REZ1976-0027,Rezoning - Mixed Use,Approved,,03/11/1976,,,Plan,8118 RUGBY RD,7897-32-1044,
REZ1984-0014,Rezoning - Residential,Approved,,10/12/1983,,,Plan,13860 HYDRANGEA CT,8192-62-9987,
REZ1970-0006,Rezoning - Mixed Use,Approved,,08/12/1969,,,Plan,1470 OLD BRIDGE RD,8393-60-7772,
REZ1979-0024,Rezoning - Residential,Approved,,03/30/1979,,,Plan,4269 DECATUR DR,8191-43-9227,
REZ1979-0036,Rezoning - Residential,Approved,,04/04/1979,,,Plan,4983 MANOR HOUSE CT Unit: 7,8091-98-5597,
REZ1984-0042,Rezoning - Residential,Approved,,03/30/1984,,,Plan,14615 FITZWATER DR,7394-04-4869,
REZ1968-0026,Rezoning - Mixed Use,Approved,,06/12/1968,,,Plan,14140 LAKEVIEW DR,7397-51-5482,
REZ1987-0030,Rezoning - Residential,Approved,,11/13/1986,,,Plan,13295 TROWBRIDGE DR,8192-67-9964,FIRWOOD MANOR
REZ1958-0155,Rezoning - Residential,Approved,,08/22/1963,,,Plan,16107 BENEDICT CT,8290-94-1299,
PLN2014-00264,Rezoning - Proffer Interpretation/Determination,Closed,,02/28/2014,,,Plan,4524 ASDEE LN,8193-34-3216,PRI - PROFFER INTERPRETATION FOR MAY'S QUARTER / PROFFER 2A & 4D****VOID CASE & RECEIPT # 2014039989 - CK# 5403 RETURNED 02.28.14***** 
PLN2010-00457,Rezoning - Mixed Use,Approved,,06/30/2010,,,Plan,1940 OLD BRIDGE RD,8393-33-7107,REZ THE OAKS III (APPROX. 3 AC FROM A-1 TO O(L) & APPROX. 1.2 AC FROM A-1 TO SR-1; & TO DESIGNATE 13.5 AC OF A-1 AS A CONSERVATION EASEMENT; O & SRL; WITHIN THE OLD BRIDGE ROAD HCOD
PLN2010-00036,Rezoning - Proffer Interpretation/Determination,Closed,,07/20/2009,,,Plan,5685 WEBSTERS WY,8092-18-9954,PRI / WHITE OAK ESTATES - RE: PROFFER #2b - LAND USE
PLN2013-00259,Rezoning - Proffer Amendment,Approved,,03/07/2013,,,Plan,13751 HEATHCOTE BL,7397-77-2606,"PRA - HERITAGE HUNT-SIMS PROPERTY, LANDBAY 3/4 - TO AMEND THE PROFFERS OF REZ #PLN2002-00125 TO ALLOW MODIFICATION OF LANDBAY 3 BY A MAXIMUM OF 14.5% FROM ITS ORIGINALLY APPROVED SIZE TO ALLOW RESIDENTIAL UPTO 40% OF THE GROSS LAND AREA OF THE PMD AND TO ALLOW MODIFICATION OF THE PERIMETER BUFFER WIDTH ADJACENT TO THE VDOT STORMWATER MANAGEMENT AREA - LOCATED ON THE EAST SIDE OF CATHARPIN RD., IMMEDIATELY NORTH OF I-66 & EXTENDING IN A NORTHERLY & EASTERLY DIRECTION TOWARDS HEATHCOTE BOULEVARD - ZONED PMD, PLANNED MIXED USE DISTRICT - LRLU REC, REGIONAL EMPLOYMENT CENTER AND  SRM, SUBURBAN RESIDENTIAL MEDIUM AND WITHIN THE AIRPORT SAFETY OVERLAY DISTRICT"
PLN2012-00382,Rezoning - Proffer Interpretation/Determination,Closed,,05/15/2012,,,Plan,15524 FARM CREEK DR,8390-89-3734,PRI - Proffer interpretation for Rippon center
PLN2012-00195,Rezoning - Proffer Interpretation/Determination,Closed,,12/06/2011,,,Plan,10129 LINTON HALL RD,7595-42-4428,PRI-PROFFER INTERPRETATION FOR YOUTH FOR TOMORROW/STADLER PROPERTY
PLN2012-00089,Rezoning - Proffer Interpretation/Determination,Closed,,08/29/2011,,,Plan,7805 LINTON HALL RD,7397-71-6634,PROFFER DETERIMINATION FOR VIRGINIA GATEWAY PHASE V-THE PROMENADE
PLN2012-00023,Rezoning - Residential,Approved,,06/27/2011,,,Plan,4017 BRADYS HILL RD,8188-66-8115,"REZ - REZONE 3.21 ACRES FROM R-16, SUBURBAN RESIDENTIAL TO V, VILLAGE FOR MIXED USE DEVELOPMENT. CONCURRENT WITH CPA #PLN2011-00350, URM TO VMU AND SUP #PLN2012-00025 FOR MODIFICATIONS TO DEVELOPMENT STANDARDS DESCRIBED IN SEC. 32-351.08"
PLN2012-00317,Rezoning - Proffer Interpretation/Determination,Closed,,03/05/2012,,,Plan,16400 NAVIGATION DR,8290-73-1033.00,ZND - ZONING DETERMINATION/ INTERPRETATION FOR DEVELOPER OF LAND CODOMINIUM TO USE THE COMMON EASEMENT AREA FOR DEVELOPMENT REZ#95-008
PLN2012-00006,Rezoning - Proffer Amendment,Withdrawn,,07/08/2011,,,Plan,2301 RIVER HERITAGE BL,8389-41-3404,"PRA - HARBOR STATION SOUTH ADDITION - TO AMEND THE PROFFERED CONDITIONS OF REZ# PLN2010-00454, HARBOR STATION SOUTH ADDITION - TO DELETE THE SPECIFIC REFERENCED PROVISIONS OF THE BALD EAGLE MANAGEMENT PRACTICES AND TO COMMIT THAT ALL STATE AND FEDERAL REGULATIONS GOVERNING PROTECTION OF THE BALD EAGLE APPLICABLE AT THE TIME OF DEVELOPMENT OF ANY PORTION OF THE PROPERTY WHERE EAGLES ARE IMPACTED WILL BE FOLLOWED - HARBOR STATION SOUTH ADDITION - PROFFER  # 42 - THE PROPERTY IS 742 ACRES AND LOCATED GENERALLY SOUTH OF CHERRY HILL ROAD APPROXIMATELY 1.2 MILES EAST OF ITS INTERSECTION WITH NEW CHERRY HILL ROAD AND EXTENDING SOUTH TO POSSUM POINT ROAD AND THE VIRGINIA POWER PROPERTY AND EAST TO THE CSX RAILROAD - ZONED PLANNED MIXED RESIDENTIAL, PMR - ZONED PLANNED MIXED DISTRICT, PMD - PLANNED MIXED USE DISTRICT, PMD - DESIGNATED SRL, SUBURBAN RESIDENTIAL LOW, SRM, SUBURBAN RESIDENTIAL MEDIUM, SRH SUBURBAN RESIDENTIAL HIGH, AND ER, "
PLN2013-00113,Rezoning - Non-Residential,Approved,,10/18/2012,,,Plan,9459 CONTRACTORS CT,7595-57-5406,REZ CONTRACTORS COURT (10.75 ACRES M-1 TO M/T; EI)
PLN2014-00198,Rezoning - Proffer Amendment,Approved,,12/23/2013,,,Plan,8001 GATEWAY PROMENADE PL,7397-71-8666,PROFFER AMENDMENT VIRGINIA GATEWAY PROMENADE TO MODIFY HOTEL HEIGHT REGULATION
PLN2013-00256,Rezoning - Non-Residential,Approved,,03/05/2013,,,Plan,14807 SPRIGGS RD,8091-54-1643,"REZ - BARNES GOODMAN PROPERTY - TO REZONE 8.85 ACRES FROM A-1, AGRICULTURAL TO R-4, RESIDENTIAL FOR 13 SINGLE FAMILY DETACHED HOMES, 12 TO BE BUILT AND THE PRESERVATION OF EXISTING HOUSE - LOCATED ON THE EAST SIDE OF SPRIGGS ROAD APPROXIMATELY 150 FEET SOUTH OF THE SPRIGGS ROAD/MINNIEVILLE ROAD INTERSECTION - ZONED A-1, AGRICULTURAL - LONG RANGE LAND USE DESIGNATED SRL, SUBURBAN RESIDENTIAL LOW - LOCATED WITHIN THE SPRIGGS ROAD AND MINNIEVILLE ROAD HIGHWAY CORRIDOR OVERLAY DISTRICTS"
REZ1971-0025,Rezoning - Residential,Approved,,12/31/1970,,,Plan,13088 TORY LP,8393-50-6482,
REZ1969-0009,Rezoning - Residential,Approved,,11/12/1968,,,Plan,3101 CHESAPEAKE DR,8289-48-2418,
REZ1971-0002,Rezoning - Mixed Use,Approved,,07/15/1970,,,Plan,14205 TELEGRAPH RD Unit: 2,8291-99-0445,
REZ1974-0032,Rezoning - Residential,Approved,,04/16/1974,,,Plan,14070 GOLDEN CT,8192-41-9545,
REZ1964-0025,Rezoning - Residential,Approved,,07/16/1964,,,Plan,8116 LELAND RD Unit: A,7897-21-9011,
REZ1967-0029,Rezoning - Residential,Approved,,04/26/1967,,,Plan,3000 CHERRY HILL RD,8289-56-9610,WAYSIDE VILLAGE
