Case Number,Type,Status,Project Name,Applied Date,Expiration Date,Completion Date,Module Name,Address,Main Parcel,Description
REZ1976-0015,Rezoning - Mixed Use,Approved,,09/17/1975,,,Plan,7402 SUDLEY RD,7697-23-9789,
REZ1972-0001,Rezoning - Mixed Use,Approved,,07/20/1971,,,Plan,7803 WELL ST,7897-20-0993,
REZ1978-0012,Rezoning - Residential,Approved,,02/10/1978,,,Plan,1620 CHERRY HILL RD,8389-53-0224,
REZ1977-0011,Rezoning - Mixed Use,Approved,,02/25/1977,,,Plan,14689 LEE HY,7397-12-1928,
REZ1971-0018,Rezoning - Mixed Use,Approved,,10/16/1970,,,Plan,4316 INN ST,8188-45-4507,
REZ1981-0003,Rezoning - Mixed Use,Approved,,07/28/1980,,,Plan,14251 JOHN MARSHALL HY,7397-44-8579,
REZ1986-0016,Rezoning - Mixed Use,Approved,,09/03/1985,,,Plan,4150 WAYNESBORO CT,8192-65-2595,
REZ1976-0020,Rezoning - Mixed Use,Approved,,10/22/1975,,,Plan,8313 BETHLEHEM RD,7596-86-4244,
REZ1967-0011,Rezoning - Mixed Use,Approved,,02/09/1967,,,Plan,13710 LEE HY,7397-75-7232,
REZ1969-0030,Rezoning - Residential,Approved,,04/07/1969,,,Plan,3953 JAMES MADISON HY,7200-92-8683,
REZ1986-0012,Rezoning - Mixed Use,Approved,,09/20/1985,,,Plan,14170 MINNIEVILLE RD,8192-50-4578,CHESHIRE
REZ1986-0035,Rezoning - Mixed Use,Approved,,01/23/1986,,,Plan,1641 WIGGLESWORTH WY,8392-51-7103,PEP BOYS
REZ1983-0018,Rezoning - Residential,Approved,,01/10/1983,,,Plan,4450 LYNN FOREST DR,7300-80-8875,
REZ1972-0018,Rezoning - Mixed Use,Superseded,,10/27/1971,,,Plan,15885 DUMFRIES RD,8090-77-8008,MONTCLAIR RPC
REZ1985-0009,Rezoning - Mixed Use,Approved,,09/14/1984,,,Plan,4360 RIDGEWOOD CENTER DR,8193-30-9346,
REZ1981-0037,Rezoning - Mixed Use,Approved,,06/02/1981,,,Plan,867 HIGHAMS CT,8492-11-3899.01,
REZ1984-0001,Rezoning - Mixed Use,Approved,,07/26/1983,,,Plan,14011 MINNIEVILLE RD,8192-71-3036,
REZ1982-0009,Rezoning - Residential,Approved,,12/28/1981,,,Plan,10501 CEDAR CREEK DR,7794-18-3364,
REZ1974-0009,Rezoning - Mixed Use,Approved,,09/26/1973,,,Plan,15724 LEE HY,7296-09-8838,
REZ1986-0027,Rezoning - Mixed Use,Superseded,,01/24/1986,,,Plan,12351 DUMFRIES RD,7893-54-4348,
REZ1967-0007,Rezoning - Residential,Approved,,11/03/1966,,,Plan,17575 WAYSIDE DR,8289-53-0276,GEORGETOWN VILLAGE
REZ1970-0005,Rezoning - Mixed Use,Approved,,07/25/1969,,,Plan,8492 RIXLEW LN,7696-65-2958,
REZ1980-0031,Rezoning - Residential,Approved,,06/16/1980,,,Plan,3718 BEAVER FORD RD,8192-99-3547,
REZ1974-0006,Rezoning - Mixed Use,Approved,,09/17/1973,,,Plan,11205 NOKESVILLE RD,7595-82-6280,
REZ1981-0029,Rezoning - Mixed Use,Superseded,,04/01/1981,,,Plan,5204 HOADLY RD,8093-72-4531,
REZ1982-0022,Rezoning - Mixed Use,Approved,,04/13/1982,,,Plan,4221 PRINCE WILLIAM PY,8391-26-7980.01,
REZ1966-0004,Rezoning - Residential,Approved,,10/07/1965,,,Plan,10520 CRESTWOOD DR,7696-28-4500,
REZ1965-0005,Rezoning - Residential,Approved,,07/16/1964,,,Plan,17723 MINE RD,8189-42-8264,
REZ1965-0013,Rezoning - Residential,Approved,,02/11/1965,,,Plan,15200 NEABSCO MILLS RD,8291-71-6928,
REZ1970-0023,Rezoning - Mixed Use,Approved,,12/12/1969,,,Plan,7900 SUDLEY RD Unit: 420,7697-30-7845,NATIONAL BANK OF MANASSAS
REZ1979-0026,Rezoning - Residential,Approved,,03/30/1979,,,Plan,13192 LAGUNA CT,7892-77-9990,
REZ1985-0006,Rezoning - Mixed Use,Superseded,,09/07/1984,,,Plan,9651 LIBERIA AV,7895-26-4864,EVERGREEN TERRACE
REZ1983-0045,Rezoning - Residential,Approved,,06/06/1983,,,Plan,10500 PINEVIEW RD,7894-89-2540,
REZ1984-0059,Rezoning - Residential,Approved,,06/27/1984,,,Plan,9212 PEABODY ST,7795-49-0228,
REZ1985-0048,Rezoning - Mixed Use,Approved,,03/13/1985,,,Plan,11220 INDUSTRIAL RD,7595-49-8655,
REZ1969-0016,Rezoning - Mixed Use,Approved,,03/27/1969,,,Plan,4001 JAMES MADISON HY,7200-91-2814,
REZ1974-0033,Rezoning - Mixed Use,Approved,,04/18/1974,,,Plan,3951 PRINCE WILLIAM PY,8192-66-8187,
REZ1965-0007,Rezoning - Residential,Approved,,10/15/1964,,,Plan,15200 NEABSCO MILLS RD,8291-71-6928,
REZ1978-0023,Rezoning - Mixed Use,Approved,,05/19/1978,,,Plan,14029 ORLANDO RD,7792-10-3147,"Rezone from A-1, Agricultural to B-1, Commercial (Lodge, Meeting Hall)"
REZ1975-0015,Rezoning - Mixed Use,Approved,,01/30/1975,,,Plan,13606 FOWKE LN,8292-55-3681,
PLN2001-00020,Rezoning - Residential,Approved,,07/19/2000,,,Plan,9113 DOVES LN,7793-44-8276,REZ BOCS (R-10 TO A-1) (DOVES OVERLOOK & DOVES LANDING)
PLN2002-00064,Rezoning - Proffer Amendment,Approved,,09/10/2001,,,Plan,3995 CRESSIDA PL,8193-60-4134,"The Glen, Phase 5, Section 2 "
PLN2000-00086,Rezoning - Non-Residential,Approved,,03/01/2000,,,Plan,1952 DELAWARE DR,8391-34-4635,REZ-COWLES NISSAN (RM-1 TO B-1)
PLN2001-00095,Rezoning - Proffer Amendment,Approved,,10/12/2000,,,Plan,5600 JAMES MADISON HY,7298-49-4583,PRA DOMINION GOLF & COUNTRY CLUB (AMEND RPC MZP AND PROFFERS)
PLN2001-00277,Rezoning - Proffer Amendment,Approved,,04/16/2001,,,Plan,14921 LEE HY,7297-91-0549,"Proffer Amendment #PLN2001-00277 to Rez#87-01 Don Beyer Automotive to allow Motor vehicle sales (limited), lease (limited), and service.  (Construction and operation of 2 dealerships on the property)."
PLN2001-00175,Rezoning - Residential,Approved,,12/14/2000,,,Plan,15501 CARDINAL DR,8290-15-2265,"REPUBLIC PROPERTIES 
Land Bay A- 138.9 Ac.A -1 to R-10, Land Bay B -92.0 Ac. A-1 to R-10,  Land Bay C - 117.7 Ac. from A-1 to R-10 & PMR "
PLN2001-00329,Rezoning - Non-Residential,Superseded,,06/01/2001,,,Plan,7408 HOADLY RD,7892-85-4870,REZONE (VAN WERRY PROPERTY) A-1 TO R-20
PLN2002-00161,Rezoning - Residential,Approved,,12/21/2001,,,Plan,10426 LAKE JACKSON DR,7894-08-6398,REZ A-1 to R-10 Parkway West 
PLN2000-00067,Rezoning - Proffer Amendment,Approved,,02/23/2000,,,Plan,16751 INTERSTATE DR,8290-11-4408,"REZ-AMEND REZ #97-30 RE: DENSITY, PARKS, & LANDSCAPING"
PLN2002-00025,Rezoning - Non-Residential,Approved,,07/27/2001,,,Plan,10410 GODWIN DR,7794-17-3334,"REZ #PLN2002-00025 AIRPORT GATEWAY II
"
PLN2001-00076,Rezoning - Non-Residential,Superseded,,09/19/2000,,,Plan,10020 GODWIN DR,7695-72-9468,REZ GODWIN WOODS L.L.C. (A-1 TO B-2)
PLN2002-00241,Rezoning - Mixed Use,Approved,,03/06/2002,,,Plan,8314 BROWNS LN,7896-27-2549,REZ#PLN2002-00241 - Browns Lane
PLN2000-00022,Rezoning - Residential,Approved,,12/03/1999,,,Plan,6814 TOKEN VALLEY RD,7992-36-9434,REZ - VINCENT ESTATES; A-1 TO SRR1
REZ1986-0066,Rezoning - Mixed Use,Superseded,,06/11/1986,,,Plan,2151 OPITZ BL,8391-15-8065,MARKET AT OPITZ
REZ1958-0039,Rezoning - Non-Residential,Closed,,01/01/1958,,,Plan,15441 FARM CREEK DR,8391-80-9376,
REZ1958-0040,Rezoning - Residential,Approved,,12/15/1960,,,Plan,15827 JEFFERSON DAVIS HY,8290-86-5371,"NEW PORT, PORT POTOMAC"
REZ1958-0105,Rezoning - Mixed Use,Approved,,01/10/1963,,,Plan,1512 EAST LONGVIEW DR,8392-61-6261,LONGVIEW
REZ1958-0087,Rezoning - Mixed Use,Approved,,11/15/1962,,,Plan,1210 SWAN POINT RD,8393-90-1096,
REZ1958-0068,Rezoning - Mixed Use,Approved,,05/31/1962,,,Plan,12304 NOKESVILLE RD,7494-84-6844,
REZ1958-0046,Rezoning - Residential,Approved,,04/19/1961,,,Plan,10305 LOMOND DR,7696-69-5496,
REZ1958-0034,Rezoning - Mixed Use,Approved,,08/25/1960,,,Plan,11999 LIVINGSTON RD,7596-39-1489,
REZ1958-0102,Rezoning - Residential,Approved,,01/10/1963,,,Plan,1800 BEL AIR RD,8392-40-4901,
REZ1958-0023,Rezoning - Mixed Use,Approved,,01/21/1960,,,Plan,12521 MARSTELLER DR,7494-81-9438,
PLN2005-00317,Rezoning - Proffer Interpretation/Determination,Closed,,02/28/2005,,,Plan,0 NO NAME ST Unit: 2005,2005-00-0000,PROFFER INTERPRETATION - AEC HOLDINGS TRAFFIC SIGNAL PROFFER COMMITMENT AT SUDLEY MANOR DRIVE EXTENDED
PLN2005-00444,Rezoning - Proffer Interpretation/Determination,Closed,,04/06/2005,,,Plan,0 NO NAME ST Unit: 2005,2005-00-0000,PROFFER INTERPRETATION - NEW SITE LAYOUT COMPLIED WITH GENERAL CONFORMANCE REQUIREMENT OF SITE PROFFERS 
PLN2006-00099,Rezoning - Residential,Denied,,08/01/2005,,,Plan,2011 HORNER RD,8392-24-8245,REZ PRINCE WILLIAM OVERLOOK (10+/- AC FROM A-1 & R-16 TO R-16 WITH PROFFERS); SRH & POTOMAC COMMUNITIES
PLN2005-00385,Rezoning - Proffer Interpretation/Determination,Closed,,03/23/2005,,,Plan,11250 BALLS FORD RD,7597-84-7189,ZONING DETERMINATION FOR HOTEL USE
PLN2003-00403,Rezoning - Proffer Amendment,Approved,,05/28/2003,,,Plan,2001 POTOMAC MILLS CL,8291-79-1954,PRA POTOMAC MILLS MALL/BASS PRO(AMEND PROFFERS PRA #PLN2003-00244) RE BUILDING MATERIALS
PLN2001-00339,Rezoning - Proffer Amendment,Approved,,06/15/2001,,,Plan,7743 VISIONARY CT,7893-64-2176,"VISTA BROOKE
Re-Aligned Purcell Road"
PLN2002-00328,Rezoning - Non-Residential,Withdrawn,,05/14/2002,,,Plan,8624 J D READING DR,7596-84-8558,Rezone from A-1 to M-1
PLN2003-00230,Rezoning - Non-Residential,Approved,,05/18/2004,,,Plan,8501 VULCAN LN,7696-45-2008,"REZ #PLN2003-00230, Vulcan Materials"
PLN2002-00112,Rezoning - Residential,Approved,,11/14/2001,,,Plan,5567 PAGELAND LN,7498-88-9595,REZ AIT/VOGLSAM (TO CORRECT THE LOCATION  OF A HOME THAT WAS BUILT TOO CLOSE (4 FEET) TO A PROPERTY LINE; SWAP OF 0.0234 ACRES BETWEEN OWNERS
PLN2004-00381,Rezoning - Mixed Use,Withdrawn,,05/20/2004,,,Plan,16709 DUMFRIES RD,8189-69-4553,REZ - R-10 & B-1 to PMR & B-2
PLN2004-00385,Rezoning - Residential,Approved,,05/27/2004,,,Plan,7700 LIMESTONE DR,7397-82-9659,"PLN2004-00385, Wentworth Green at VA Gateway
139 ac from M-2, 9 ac from M-1 to PMR (See CPA#PLN2004-00196)"
PLN2003-00127,Rezoning - Non-Residential,Approved,,10/23/2002,,,Plan,14851 GIDEON DR,8291-54-6654,"REZ#PLN2003-00127, ALL SAINTS EPISCOPAL CHURCH (A-1 TO O(M))"
PLN2003-00299,Rezoning - Non-Residential,Approved,,03/11/2003,,,Plan,2300 OPITZ BL,8291-98-4778,REZ A-1 TO O(H); (CPA #PLN2003-00213 to change Plan from SRL & ER TO REC AND ER)
PLN2002-00360,Rezoning - Non-Residential,Withdrawn,,06/19/2002,,,Plan,14201 JOHN MARSHALL HY,7397-45-7634,REZ ROBBINS BUSINESS PARK A-1 TO M-1
PLN2003-00051,Rezoning - Non-Residential,Approved,,08/12/2002,,,Plan,16807 INTERSTATE DR,8289-19-0720,REZ #PLN2003-00051 - PERS CONSTRUCTION LLC
PLN2003-00061,Rezoning - Proffer Amendment,Approved,,08/27/2002,,,Plan,7402 HOADLY RD,7892-95-0715,"PRA #PLN2002-00061, PAYNE ADDITION TO CLASSIC OAKS"
PLN2003-00114,Rezoning - Residential,Approved,,10/18/2002,,,Plan,10504 LAKE JACKSON DR,7894-28-3097,"SUPERCEDED BY PRA #PLN2006-00679, PARKWAY WEST PHASE II ------ REZ#PLN2003-00114 - PARKWAY WEST PHASE II ADDITION"
PLN2004-00180,Rezoning - Non-Residential,Approved,,12/17/2003,,,Plan,7265 WELLINGTON RD,7596-28-9258,"REZ#PLN2004-00180, WELLINGFORD INDUSTRIAL PARK, PHASE II
65.00 ACRES FROM M-2 TO M-1"
PLN2006-00313,Rezoning - Proffer Interpretation/Determination,Closed,,10/31/2005,,,Plan,5506 CATHARPIN RD,7398-98-2095,PROFFER INTERPRETATION (PROFFER 11.E)
