Case Number,Type,Status,Project Name,Applied Date,Expiration Date,Completion Date,Module Name,Address,Main Parcel,Description
"REZ2023-00028","Rezoning - Proffer Amendment","Under Review","Parsons Business Park ","06/08/2023","","","Plan","14237 DUMFRIES RD MANASSAS VA 20112","7891-69-0322","Parsons Business Park - This is a request to amend the proffers associated with #REZ2018-00018 to allow an increase in the maximum height for data center buildings up to 80 feet, to change the land use designation in Land Bay 2 to allow B-1 (General Business) / M-1 (Heavy Industrial) uses, and with other associated development waivers and modifications.  The subject property is located on the east/north side of Dumfries Road (Rt. 234); east of its intersection with Independent Hill Drive; southeast of the intersection of Dumfries Road (Rt. 234) and Six Towers Road; is currently addressed as 14237 and 14209 Dumfries Road; and is identified on County maps as GPINs 7891-69-0322 and 7892-40-6524, respectively.  The 90.88-acre property is zoned PBD, Planned Business District; is designated I-3, Technology/Flex Industrial, in the Comprehensive Plan; and is located within the Independent Hill Small Area Plan special planning area and partially located within the Environmental Resource Protection Overlay.  The site is also located within the Data Center Opportunity Zone Overlay District, Agritourism and Arts Overlay District, and is partially within the Route 234 (Dumfries Road) Highway Corridor Overlay District.  Coles Magisterial District"
"ZNA2023-06020","Zoning Approval - Occupancy Permit Approval","Approved","","06/05/2023","","","Plan","13385 MINNIEVILLE RD WOODBRIDGE VA 22192","8292-54-1670","OPA - OK FOR OCCUPANCY FOR ADMINISTRATIVE OFFICE USE ONLY - SUBJECT TO REZONING CASE REZ1994-0027 - SUBJECT TO THE ISSUANCE OF THE CERTIFICATE OF USE AND OCCUPANCY BY COUNTY BUILDING OFFICIAL"
"REZ2023-00027","Rezoning - Residential","Under Review","Bradley South ","05/23/2023","","","Plan","10791 DUMFRIES RD MANASSAS VA 20112","7794-87-1236","Bradley South Rezoning - This is a request to rezone from A-1, Agricultural to PMR, Planned Mixed Residential to allow for a residential development of 95 single-family townhomes. The property is located at 10791 Dumfries Road, on the east side of Dumfries Rd, and 115 ft northeast from the intersection of Dumfries Road and Godwin Drive. The subject site is identified on County maps as GPIN 7794-87-1236 on approximately 10.15 acres; is zoned A-1, Agricultural; and is designated RN-3, Residential Neighborhood, Transect 3, in the Comprehensive Plan; and is located within the Highway Corridor Overlay District, Airport Safety Overlay District, and Agritourism and Arts Overlay District, and within the Fairgrounds Special Planning Area.  Coles Magisterial District."
"MOD2023-00010","Rezoning Minor Modification","Pending","","05/12/2023","","","Plan","14645 SPRIGGS RD WOODBRIDGE VA 22193","8091-45-5028","EDGE EXPRESS CAR WASH MOD - Minor modification request for Proffer Condition Amendment #REZ1998-0018. Staples Mill"
"REZ2023-00031","Rezoning - Residential","Under Review","THOMAS FARM AT BRISTOW STATION","05/05/2023","","","Plan","12127 NOKESVILLE RD BRISTOW VA 20136","7594-35-4841","THOMAS FARM AT BRISTOW STATION - This is a request to rezone 80.28 acres from A-1, Agricultural to PMR, Planned Mixed Residential to allow the development of 355 dwelling units, which consists of 157 single family detached units and 198 single-family attached units, 42 of which are proposed as affordable dwelling units. Associated with the request are various modifications and waivers. The property is addressed as 12127, 12163, and 12205 Nokesville Road; and is located along the east side of Route 28 approximately 200 feet north of the intersection of Route 28 and Aden Road. The subject site is identified on County maps as GPINs 7594-35-4841, 7594-15-6371 and 7594-15-2239; is zoned A-1, Agricultural; and is designated R-2, Residential Neighborhood with a T-2 Transect, in the Comprehensive Plan, and is located in the Airport Safety Overlay and Bristoe Station/Kettle Run Battlefield Historic Special Planning Area. Brentsville Magisterial District."
"REZ2023-00025","Rezoning - Proffer Amendment","Under Review","Ashwood Proffer Amendment ","04/10/2023","","","Plan","10400 HARRY J PARRISH BLVD MANASSAS VA 20110","7695-50-2997","Ashwood Proffer Amendment - To amend the proffers associated with #REZ2018-00001 to allow an increase in the maximum allowable height of data center buildings from 60 feet to 100 feet and to reduce the open space requirement, and with other associated development waivers and modifications.  The subject 85.37-acre property is located 3,285 feet northwest of the intersection of Harry J. Parrish Blvd. and Clover Hill Rd., and west of Prince William Parkway (Rt. 234); abuts the City of Manassas; east of the Manassas Regional Airport; is addressed as 10400 Harry J. Parrish Blvd; and is identified on County maps as GPIN 7695-50-2997.  The site is zoned M-2, Light Industrial; is designated I-3, Technology/Flex Industrial, in the Comprehensive Plan; and is located within the Data Center Opportunity Zone Overlay District, Airport Safety Overlay District, E- Commerce Overlay District, and partially located within the Environmental Resource Protection Overlay.  Coles Magisterial District"
"REZ2023-00024","Rezoning - Non-Residential","Under Review","Shenandoah  Rezoning ","04/10/2023","","","Plan","10941 SAMUEL TREXLER DR MANASSAS VA 20110","7695-13-7339","Shenandoah Rezoning -This is a request to rezone 6.93 acres from B-1, General Business District to M-2, Light Industrial District, including modifications, to allow development for future industrial uses. The subject property is located on the northeast corner of Pennsylvania Avenue and Carolina Drive; it is addressed as 10941 Samuel Trexler Drive and is identified on County maps as GPIN 7695-13-7339. The site is designated I-T3, Technology/Flex, in the Comprehensive Plan and is located within the Airport Safety Overlay District, E-Commerce Overlay District, Highway Corridor Overlay District, Agritourism and Arts Overlay District. Brentsville Magisterial District"
"REZ2023-00021","Rezoning - Non-Residential","Under Review","8547 SUDLEY ROAD REZONING","03/31/2023","","","Plan","8547 SUDLEY RD MANASSAS VA 20110","7696-95-6034","8547 SUDLEY ROAD REZONING - This is a request to rezone  1.0011 acres R-4, Residential to B-1 General Business, to construct a restaurant and future uses and market conditions. The property is located at 8547 Sudley Road; The subject site is identified on County maps as GPIN 7696-95-6034 is zoned R-4, Residential; and is designated COM-3, Commercial with a T-3 Transect, on the Prince William Comprehensive Plans Long- Range Land Use Map.  Coles Magisterial District."
"REZ2023-00022","Rezoning - Mixed Use","Under Review","BRISTOW CROSSING","03/31/2023","","","Plan","11904 NOKESVILLE RD BRISTOW VA 20136","7594-39-3155","BRISTOW CROSSING - This is a request to rezone from A-1, Agricultural to PMR, Planned Mixed Residential to allow for the development of 185 single family detached homes and townhomes, religious institution, and retail uses. The Property is located on the west side of Nokesville Road, +/- 0.25 miles south of its intersection with Linton Hall Road. The property address is 11804, 11722, and 11718 Nokesville Road; and is identified on County maps as GPINs 7595-30-8937, 7595-30-8354, and 7595-40-1138.; is zoned A-1, Agricultural; and is classified as MU-3, Mixed Use I the Comprehensive Plan; and is located within the Bristow Activity Center, Highway Corridor Overlay District, and Airport Safety Overlay District. Brentsville Magisterial District."
"REZ2023-00020","Rezoning - Mixed Use","Under Review","HIGHPOINTE AT HAYMARKET","03/30/2023","","","Plan","6652 JAMES MADISON HWY HAYMARKET VA 20169","7297-69-1959","HIGHPOINTE AT HAYMARKET - This is a request to rezone 8.55 acres from (O)M, Office Mid-Rise to PMR, Planned Mixed Residential, to allow for the development of 144 Multi-Family dwelling units, with associated waivers & modifications. The property is located at 6652 James Madison Highway; and its located 0.33-mile Southwest from the intersection of James Madison Highway and U.S Route 15. The subject site is identified on County maps as GPIN 7297-69-1959 (portion) and is designated RN-3, Residential Neighborhood - Transect 3, in the Comprehensive Plan, and it is within the Environment Resource Protection Overlay, Highway Corridor Overlay Districts, 100- Year Flood Hazard Overlay, and the dam inundation zone. The other 4.08 acres of the property are located in the Town of Haymarket and is the subject of a congruent rezoning request being reviewed by that jurisdiction.  Brentsville Magisterial District."
"REZ2023-00026","Rezoning - Non-Residential","Under Review","STONEVIEW ","03/28/2023","","","Plan","8671 WELLINGTON RD MANASSAS VA 20109","7696-23-8025","STONEVIEW - To rezone 12.37 acres from A-1, Agricultural, to M-2, Light Industrial to allow for the development of light industrial uses.  The subject properties are located on the north side of Wellington Road, approximately 400 feet northwest from the intersection of Freedom Center Blvd. and Wellington Rd. The properties are addressed as 8625, 8671, 8685, 8693, and 8699 Wellington Rd. and is identified on County maps as 7696-23-8025, 7696-32-2189, 7696-33-2501, 7696-32-3084, and 7696-23-6714. The site is designated I-3, Industrial with a Transect 3, in the Comprehensive Plan and is in the Technology Overlay District, Data Center Overlay District, and the Innovation Park Small Area Plan.  Brentsville Magisterial District."
"REZ2023-00019","Rezoning - Non-Residential","Under Review","University Business Park ","03/22/2023","","","Plan","13490 UNIVERSITY BLVD GAINESVILLE VA 20155","7497-43-7416","University Business Park -This is a request to rezone 117.28 acres from M-1, Heavy Industrial without proffers to M-1, Heavy Industrial with proffers, including modifications to increase maximum Floor Area Ration (FAR) and increase maximum building height associated with data center development to allow up to 3.8 million square feet of data center uses, and to include a new electric substation. The subject property is located on the southeast corner of I-66 and the University Boulevard overpass; it is addressed as 13490 University Blvd. and is identified on County maps as GPIN 7497-43-7416. The site is designated I-4, Industrial in the Comprehensive Plan and is located within the Data Center Opportunity Overlay District, Airport Safety Overlay District, 100- year Flood Hazard Overlay, E- Commerce Overlay District , Environmental Resource Protection Overlay and Resource Protection Area Overlay. Brentsville Magisterial District"
"REZ2023-00017","Rezoning - Proffer Amendment","Under Review","3909 Old Bridge Road","03/17/2023","","","Plan","3909 OLD BRIDGE RD WOODBRIDGE VA 22192","8193-71-1918","3909 Old Bridge Road - This is a request to amend the proffers associated with PLN2014-00040 to allow for the development of a drive-through in connection with a restaurant. The subject Property is in the south corner of the intersection of Old Bridge Road and Old Bridge Lane, is addressed as 3909 Old Bridge Road. The subject site is identified on County maps as GPIN 8193-71-1918 on  3.55 acres; is zoned B-1, General Business and is designated Mixed-Use T-4, Community in the Comprehensive Plan; and is located in the Highway Corridor Overlay District. Occoquan Magisterial District."
"REZ2023-00023","Rezoning - Residential","Under Review","STRATHMORE","02/27/2023","","","Plan","9800 PIONEER DR NOKESVILLE VA 20181","7495-04-6883","STRATHMORE - This is a request to rezone 55.5 acres from A-1, Agricultural, to PMR, Planned Mixed Residential, and R-4, Suburban Residential, with associated development waivers and modifications, to develop a planned mixed residential community with up to 138 residential units.  The proposal includes 45 single-family attached dwellings and 24 single-family detached village clusters within the PMR zoning district and 69 single-family detached dwellings within the R-4 zoning district.  The project area is located on the north side of Vint Hill Rd. and west of the intersection of Pioneer Dr. and Vint Hill Rd.  The subject site is identified on County maps as GPINs 7395-93-7356, 7495-03-4622, 7495-03-5865, 7495-04-2736, and 7495-04-6883; is currently zoned A-1, Agricultural; and is designated RN-2, Residential Neighborhood, which recommends 1 to 4 dwelling units per acre, in the Comprehensive Plan.  Brentsville Magisterial District."
"REZ2023-00015","Rezoning - Proffer Amendment","Under Review","Edge Car Wash, Sudley Road ","02/20/2023","","","Plan","8430 SUDLEY RD MANASSAS VA 20109","7696-85-1866","Edge Express Car Wash - This is a request to amend the proffers associated with Rezoning #PLN2000-00196 to remove the use restriction for a car wash facility.  There is a concurrent request for a special use permit to allow a car wash (manned and self-service).  The subject 3.82-acre property is located at the northwestern intersection of Sudley Road and Sunnygate Drive; is currently addressed as 8430 Sudley Road; and is identified on County maps as GPIN 7696-85-1866.  The site is zoned B-1, General Business; is designated MU-4, Community Mixed Use, and is partially located within the Environmental Resource Protection Overlay in the Comprehensive Plan; and is located within the Sudley Road Redevelopment Corridor special planning area.  Coles Magisterial District"
"SUP2023-00018","Special Use - Special Use Permit","Under Review","Edge Car Wash, Sudley Road ","02/20/2023","","","Plan","8430 SUDLEY RD MANASSAS VA 20109","7696-85-1866","Edge Express Car Wash, Sudley Road- This is a request to amend the proffers associated with Rezoning #PLN2000-00196 to remove the use restriction for a car wash facility.  There is a concurrent request for a special use permit to allow a car wash (manned and self-service).  The subject 3.82-acre property is located at the northwestern intersection of Sudley Road and Sunnygate Drive; is currently addressed as 8430 Sudley Road; and is identified on County maps as GPIN 7696-85-1866.  The site is zoned B-1, General Business; is designated MU-4, Community Mixed Use, and is partially located within the Environmental Resource Protection Overlay in the Comprehensive Plan; and is located within the Sudley Road Redevelopment Corridor special planning area.  Coles Magisterial District"
"REZ2023-00014","Rezoning - Proffer Amendment","Under Review","Reid's Prospect Land Bay H PRA","02/14/2023","","","Plan","4439 DAISY REID AVE WOODBRIDGE VA 22192","8193-31-3862","Reid's Prospect Land Bay H PRA - This is a request to amend the proffers associated with #PLN2000-00041 to Land Bay H to allow for the twelve single family attached units. The property is located approximately 396 feet from the intersection of Daisy Reid Ave and Reids Prospect Drive. The subject site is identified on County maps as GPIN 8193-31-3862, 8193-31-4060, 8193-31-4259, 8193-31-4458, 8193-31-4757, 8193-31-4956, 8193-31-6050, 8193-31-6249, 8193-31-6448, 8193-31-6647, 8193-31-6946 and 8193-31-6946 on 0.6404 acres; it is zoned PMD, Planned Mixed Use District; and is designated MU-3, Mixed Use (Neighborhood) in the Comprehensive Plan. It is located within the Highway Corridor Overlay Districts, Planned Districts and Land Use Special Planning Areas. Occoquan Magisterial District."
"REZ2023-00013","Rezoning - Residential","Under Review","Evergreen at Telegraph","02/02/2023","","","Plan","14698 TELEGRAPH RD WOODBRIDGE VA 22192","8291-76-2328","Evergreen at Telegraph Road - This is a request to rezone from A-1, Agricultural and B-1, General Business to PMR, Planned Mixed Residential to allow for the development of 311 multifamily units. The property is located on the west side of Telegraph Road approximately 791 ft south from the intersection of Telegraph Road and Opitz Boulevard. The subject site is identified on County maps as GPIN 8291-76-2328 on 9.93 acres; is zoned A-1, Agricultural and B-1, General Business and is designated MU-5, Mixed use (Town Center) in the Comprehensive Plan, and is within the Potomac Mills Land Use Special Planning Areas. Neabsco Magisterial District.
This is a request to rezone from A-1, Agricultural and B-1, General Business to PMR, Planned Mixed Residential to allow for the development of 311 multifamily units. The property is located on the west side of Telegraph Road approximately 791 ft south from the intersection of Telegraph Road and Opitz Boulevard. The subject site is identified on County maps as GPIN 8291-76-2328 on 10.99 acres; is zoned A-1, Agricultural and B-1, General Business and is designated MU-5, Mixed use (Town Center) in the Comprehensive Plan, and is within the Potomac Mills Land Use Special Planning Areas. Neabsco Magisterial District."
"REZ2023-00012","Rezoning - Non-Residential","Under Review","8319 Bethlehem Road Rezoning ","01/31/2023","","","Plan","8319 BETHLEHEM RD MANASSAS VA 20109","7596-86-0206","8319 Bethlehem Road Rezoning-  This is a request to rezone from A-1, Agricultural, to M-1, Heavy Industrial to allow for the use of the property for equipment and material storage. The property is located approximately 1200 feet northeast of the intersection of Sudley Manor Drive and Prince William Parkway; addressed as 8319 Bethlehem Road. The subject site is identified on County maps as GPIN 7596-86-0206 on 0.94 acres; is zoned A-1, Agricultural; and is designated I-3, Industrial (Tech/Flex) in the Comprehensive Plan, and is located in the Data Center Opportunity Overlay Districts, Resource Protection Area Overlay, Environmental Resource Protection Overlay, Airport Safety Overlay District, E-Commerce Overlay District and Land Use Special Planning Areas. Brentsville Magisterial District."
"REZ2023-00016","Rezoning - Proffer Amendment","Under Review","CHAPEL SPRINGS ASSEMLBY OF GOD CHURCH PRA","01/23/2023","","","Plan","11500 NEW LIFE WAY BRISTOW VA 20136","7595-61-9828","CHAPEL SPRINGS ASSEMBLY OF GOD PRA - This is a request for a proffer amendment to amend REZ#1998-0016 to remove private school prohibition. The property is located at 11500 New Life Way Bristow, VA, 20136. The subject site is identified on County maps as GPIN 7595-61-9828 on approximately 14.944 acres; is zoned O(M), Mid-Rise Office and M-2, Light Industrial; and is designated OMU-3, Office Mixed Use - Mid-Rise (T-3), in the Comprehensive Plan, and is located in Highway Corridor Overlay Districts, Historic Sensitivity Areas, and Airport Safety Overlay District.  Brentsville Magisterial District."
"MOD2023-00008","Rezoning Minor Modification","Approved","","01/20/2023","","","Plan","7265 NEW STABLE WAY GAINESVILLE VA 20155","7497-36-0106","Gainesville Crossing - Minor modification to revise REZ2018-00008 to allow an increase  in GFA in Land Bay A from 60K SF to 105 K SF."
"REZ2023-00008","Rezoning - Residential","PC Scheduled","Sweetspire Rezoning ","01/09/2023","","","Plan","4885 PRINCE WILLIAM PKWY WOODBRIDGE VA 22192","8093-92-9013","SWEETSPIRE REZONING- This is a request to rezone 7.1 acres from PMD, Planned Mixed Development, A-1, Agricultural, and O(M) Office Mid-Rise to PMR, Planned Mixed Residential to allow for the development of 186 multifamily units in three buildings. The Property is located on southwest corner of intersection of Marblestone Drive and the Prince William Parkway; is identified on County maps as GPINs 8193-01-2294, 8093-92-9812, 8093-92-9013 and 8093-91-9595. The site is designated MU-4, Mixed Use in the Comprehensive Plan and it is within the Government Center Special Planning Area; and is located within the Prince William Parkway Highway Corridor Overlay District. Occoquan Magisterial District."
"REZ2023-00007","Rezoning - Non-Residential","Voided","Sweetspire Rezoning ","01/04/2023","","","Plan","4885 PRINCE WILLIAM PKWY WOODBRIDGE VA 22192","8093-92-9013","Sweetspire Rezoning-  This is a request to rezone 7.1 acres from PMD, Planned Mixed Development, A-1, Agricultural, and O(M) Office Mid-Rise to PMR, Planned Mixed Residential to allow for the development of 186 multifamily units in three buildings. The Property is located on southwest corner of intersection of Marblestone Drive and the Prince William Parkway; is identified on County maps as GPINs 8193-01-2294, 8093-92-9812, 8093-92-9013 and 8093-91-9595. The site is designated MU-4, Mixed Use in the Comprehensive Plan and it is within the Government Center Special Planning Area; and is located within the Prince William Parkway Highway Corridor Overlay District. Occoquan Magisterial District.
This is a request to rezone from PBM, Planned Business District, A-1, Agricultural and O(M) Office Mid-Rise to PMR, Planned Mixed Residential to allow for the development of 186 apartments that will offer a mix of studio, one, two and three- bedroom floor plans in three buildings. The Property is located on southwest from the centerpoint of the intersection of Marblestone Drive and the Prince William Parkway (SR-234). The subject site is identified on County maps as GPIN 8193-01-2294,8093-92-9812,8093-92-9013 and 8093-91-9595 on approximately  7.1 acres; is zoned PBM, Planned Business District, A-1, Agricultural and O(M) Office Mid-Rise; and is designated Mixed Use (Community), MU-4 and Mixed Use (Neighborhood), MU-3 in the Comprehensive Plan; and is located within the Highway Corridor Overlay District.  Occoquan Magisterial District."
"REZ2023-00018","Rezoning - Non-Residential","Under Review","GARDNER PROPERTY","12/27/2022","","","Plan","14414 MCGRAWS CORNER DR GAINESVILLE VA 20155","7397-34-3968","GARDNER PROPERTY - This is a request to rezone 82 acres from A-1, Agricultural and B-1, General Business to M-2, Light Industrial, to allow up to 1,787,266 square feet of data center use, with associated waivers & modifications to increase building height and to increase Floor Area Ratio (FAR).  Also, to amend the map of the Data Center Opportunity Zone Overlay District (DCOZOD) to incorporate these parcels into the DCOZOD. The property is located at the intersection of Nolan Drive and Gardner Manor Place and McGraws Corner Drive. The subject site is identified on County maps as GPINs 7397-34-3968, 7397-24-9409, 7397-24-7793, 7397-24-2642, 7397-24-5358, 7397-25-6482, 7397-35-2804, 7397-34-7736, 7397-34-9413, 7397-33-5378, 7397-44-2126, 7397-44-0054, 7397-34-9643, & ROW. The site is designated I-3, Technology/Flex in the Comprehensive Plan and is partially located within the Lee Highway Corridor Overlay District and a Historic Sensitivity Area.  Brentsville Magisterial District."
"REZ2023-00005","Rezoning - Non-Residential","Under Review","Abel Property ","12/14/2022","","","Plan","7901 SIX TOWERS RD MANASSAS VA 20112","7892-50-9839","ABEL PROPERTY - This is a request to rezone 6.00 acres from A-1, Agricultural, to PBD, Planned Business District, and with associated development waivers and modifications, to include use modifications to allow Industrial/Transportation (M/T) uses.  The subject property is located at the terminus and south of Six Towers Road; 1,110 feet east of Dumfries Road (Route 234); is identified on County maps as GPIN 7892-50-9839; and is currently addressed as 7901 Six Towers Road.  The site is designated Industrial (Tech/Flex) in the Comprehensive Plan; is located within the Independent Hill Small Area Plan special planning area; and within the Data Center Opportunity Zone Overlay District.  Coles Magisterial District"
"REZ2023-00006","Rezoning - Non-Residential","Voided","FEATHERSTONE ROAD ","11/18/2022","","","Plan","14645 RICHMOND HWY WOODBRIDGE VA 22191","8391-46-7054","FEATHERSTONE ROAD REZONING- This is a request to rezone from B-1, General Business to PMR, Planned Mixed Residential, and concurrent request for a Special Use Permit to allow a Coffee Shop with a Drive-up Window Service and a Special Use Permit to allow a Self-Storage Center. The property is located on the east side of Richmond Hwy, 250 Southwest of Featherstone Road, State Route 636; addressed as 14645 Richmond Hwy. The subject site is identified on County maps as GPIN 8391-46-7054 on 16.522 acres; is zoned B-1, General Business; and is designated MU-4, Mixed Use (Community) in the Comprehensive Plan, and is located in the Redevelopment Overlay District, Neabsco Mills Study Area, and Prehistoric Sensitivity Areas.  Woodbridge Magisterial District."
"REZ2023-00009","Rezoning - Mixed Use","Pending","FEATHERSTONE ROAD ","11/18/2022","","","Plan","14645 RICHMOND HWY WOODBRIDGE VA 22191","8391-46-7054","FEATHERSTONE ROAD REZONING- This is a request to rezone from B-1, General Business to PMR, Planned Mixed Residential, and concurrent request for a Special Use Permit to allow a Coffee Shop with a Drive-up Window Service and a Special Use Permit to allow a Self-Storage Center. The property is located on the east side of Richmond Hwy, 250 Southwest of Featherstone Road, State Route 636; addressed as 14645 Richmond Hwy. The subject site is identified on County maps as GPIN 8391-46-7054 on 16.522 acres; is zoned B-1, General Business; and is designated MU-4, Mixed Use (Community) in the Comprehensive Plan, and is located in the Redevelopment Overlay District, Neabsco Mills Study Area, and Prehistoric Sensitivity Areas.  Woodbridge Magisterial District."
