date,CaseID,Outcome,isRezoning,TaxIDs
2017-02-22,17SN0603,Approved,FALSE,"751-706-3789,751-707-1228and4548"
2017-02-22,17SN0587,Approved,FALSE,726-667-9968and727-667-3876
2017-02-22,17SN0617,Approved,FALSE,736-721-7471
2017-02-22,17SN0704,Approved,TRUE,731-689-5633;731-691-Partof3176;732-688-0178and732-689-5376
2018-02-28,17SN0827,Deferred,TRUE,791-636-4209
2018-02-28,17SN0828,Deferred,TRUE,792-633-4486
2018-02-28,18SN0120,Deferred,FALSE,797-630-2478
2018-02-28,18SN0520,Approved,TRUE,"770-662-6106,7116,and8904"
2018-02-28,18SN0527,Approved,FALSE,717-708-3867
2018-02-28,18SN0545,Approved,FALSE,737-680-8871
2018-02-28,18SN0578,Approved,FALSE,725-709-5083
2018-02-28,18SN0609,Approved,FALSE,"713-696-3499,5368,and6385,713-697-6644,7001,7867,8018,8696,and9140,713-698-9926,714-697-0169and0888,714-698-0744,1359,1606,2725,3849,4670and5487,and714-699-3715,3947,4329,4763,6567,7110,8431,8651,and9858"
2018-02-28,18SN0621,Approved,FALSE,742-684-8825
2018-02-28,18SN0623,Approved,FALSE,"823-660-8580and824-660-0279,2079,3778and5677"
2018-02-28,18SN0626,Approved,FALSE,791-620-1242
2018-02-28,18SN0627,Approved,FALSE,827-660-partof9058and827-661partof8322
2018-02-28,18SN0659,Approved,FALSE,760-705-7290and7580
2018-02-28,18SN0725,Approved,FALSE,764-705-7343
2018-02-28,17SN0791,Approved,FALSE,743-713-2283and743-714-2219
2018-02-28,18SN0624,Approved,FALSE,807-650-0228
2018-02-28,18SN0628,Approved,TRUE,764-684-partof8175
2017-03-15,17SN0619,Deferred,FALSE,726-707-2550
2017-03-15,13SN0132,Deferred,FALSE,"770-677-2778,4773and9777;770-678-8131;771-676-9014;771-677-1084,1088,1194,1299,1474,1681,1685,1790,1896,2275,2368,2585,2674,2766,2779,2994,3085,3179,3273,3366,3484,3771,3778,3865,3898,4083,4091,4177,4397,4491,4582and4897;771-678-1303and1900;772-676-2999;and772-677-3568"
2017-03-15,17SN0557,Deferred,FALSE,"708-663-6796;709-663-2165;709-664-5765;710-662-3361;710-663-4184;711-662-0823,1313,1334,2236,2515,2659,2749,3238,3619,4652,4661,4670,4879,4943,5087,5134,5295and5325;711-663-1493,1684,1975,2203,2467,3060,3695,3787,4180,4672,5504and5923;711-644-1403,1512,2031,2540,3411,3620,3643,4441and8760;712-660-3954;712-661-6352;712-663-7727;712-664-0867,2310,3384,3971,4461,5491,6544,6564,7443,7898,8444,8678and9345;712-665-7134,7207,9321and9802;713-662-9633;713-663-2879;713-664-8659;713-665-2496;714-663-2995,6376,7172,7592,8269,8789and9597;714-664-4336,4722,5350,5459,5819,5870,6921,7775,7857,7865,8000,8096,8248,8410,8739,8930and9552;715-662-0772;715-663-0175,1364,1391,2074,2582,2891,3199,3554,4064,4381,4892,5277,5749,6090,6172,6646,6969,7084,7543,7861,7891,8270,8887,8939,9295,9657and9838;715-664-0016,0144,0425,1431,1467,1908,2416,3023,3508,3839,4269,4359,4535,5301,5329,5351,5671,6251,6669,6716,7041,7352,7569,7632,8103,8471,8528,8955,9475,9536,9811,9857,9946;and715-665-6372;716-661-0756;716-663-0475,0685,0839,1060,1739,2063,2739,3160,3191,3547,4195,4472,4551,4580,4641,4662,5188,5498,6859,7068,7277,7286and7296,716-664-0320,0378,0759,0827,1236,1279,1404,1643,1661,2151,2181,2200,2518,2563,2926,3434,3615,3842,4080,4152,4272,4362,4508,5609,5719,6028,6337,6745,7153,7405,7513,7822,7968,8130,8438,8746,8773,9576and9656;717-663-5056;717-664-0382,0560,0988,1365,1396,2170,2678,3187and3497;717-665-1084,1223,1305,1314,3009,3325,3908,4434,4906,5529,5809,6322and2174;and719-666-1003"
2017-03-15,17SN0750,Deferred,FALSE,781-653-Partof1943
2017-03-15,16SN0586,Approved,TRUE,742-704-8328and743-704-2008
2017-03-15,17SN0501,Approved,TRUE,"825-659-partof8564;825-660-0557,8113,9664;827-660-0241and9938"
2017-03-15,17SN0715,Approved,FALSE,"711-671-8511,712-670-4080,712-671-8544,713-671-2000,2263,3192,4107,5239and7780"
2017-03-15,17SN0743,Approved,TRUE,782-610-2735
2017-03-15,17SN0755,Approved,FALSE,757-697-6279
2017-03-15,17SN0760,Approved,FALSE,725-709-5083
2017-03-15,17SN0761,Approved,TRUE,741-713-Partof6369
2017-03-15,17SN0765,Approved,FALSE,766-670-4843
2017-03-15,17SN0600,Approved,FALSE,743-716-7764
2017-03-15,17SN0615,Approved,TRUE,753-677-8598and755-677-2504
2017-03-15,17SN0745,Approved,FALSE,800-632-1038
2017-04-26,15SN0656,Deferred,TRUE,"724-709-1313,2311,2528,4210,5831,6911,9121;725-709-1125,2064and7635"
2017-04-26,17SN0515,Deferred,FALSE,730-663-3520
2017-04-26,17SN0557,Approved,FALSE,"708-663-6796;709-663-2165;709-664-5765;710-662-3361;710-663-4184;711-662-0823,1313,1334,2236,2515,2659,2749,3238,3619,4652,4661,4670,4879,4943,5087,5134,5295and5325;711-663-1493,1684,1975,2203,2467,3060,3695,3787,4180,4672,5504and5923;711-644-1403,1512,2031,2540,3411,3620,3643and4441;712-660-3954;712-661-6352;712-663-7727;712-664-0867,2310,3384,3971,4461,5491,6544,6564,7443,7898,8444,8678and9345;712-665-7134,7207,9321and9802;713-662-9633;713-663-2879;713-664-8659;713-665-2496;714-663-2995,6376,7172,7592,8269,8789and9597;714-664-4336,4722,5350,5459,5870,7775,7857,7865,8000,8096,8410,8739,and8930;715-662-0772;715-663-0175,1364,1391,2074,2582,2891,3199,3554,4064,4381,4892,5277,5749,6090,6172,6646,6969,7084,7543,7861,7891,8270,8887,8939,9295,9657and9838;715-664-0016,0144,0425,1431,1467,1908,2416,3023,3508,3839,4269,4359,4535,5301,5329,5351,5671,6251,6669,6716,7041,7352,7569,7632,8103,8471,8528,8955,9475,9536,9811,9857,9946;and715-665-6372;716-661-0756;716-663-0475,0685,0839,1060,1739,2063,2739,3160,3191,3547,4195,4472,4551,4580,4641,4662,5188,5498,6859,7068,7277,7286and7296,716-664-0320,0378,0759,0827,1236,1279,1404,1643,1661,2151,2181,2200,2518,2563,2926,3434,3615,3842,4080,4152,4272,4362,4508,5609,5719,6028,6337,6745,7405,7513,7822,7968,8130,8438,8746,8773,9576and9656;717-663-5056;717-664-0382,0560,0988,1365,1396,2170,2678,3187and3497;717-665-1084,1223,1305,1314,3009,3325,3908,4434,4906,5529,5809,6322and2174;and719-666-1003"
2017-04-26,17SN0750,Approved,FALSE,781-653-Partof1943
2017-04-26,16SN0684,Approved,FALSE,"784-675-1052,7571,7664,7678,7756,7786,7952,7993and8299;784-676-3731,4223,4783,5172,5220,5922,6620,7319,7917,8533,8606,8616,8844,8961,9314and9443;784-677-4902;785-675-1969and2669;785-676-2890,3117,3220,3222,3324and3327;785-677-3236,3310,3658and4240and786-675-0497"
2017-04-26,16SN0691,Approved,FALSE,"711-671-8840;712-671-5171;712-672-3060;713-672-0706,1167and5982;713-673-1820"
2017-04-26,17HP0123,Approved,FALSE,700-641-5002
2017-04-26,17HP0124,Approved,FALSE,716-650-2544
2017-04-26,17SN0562,Approved,FALSE,"746-699-8830;747-699-0340,0744,1248,1750,2453and4454"
2017-04-26,17SN5098,Approved,FALSE,"822-661-3043;822-662-6625,7732and8838;823-660-1465,2793,8580and8892;823-661-0310,0653,2779,3490,5194,5418,6422,7226,7971,8130,8701,8711and8934;823-662-5888and8124;824-660-0191,0279,2079,2390,3689,3778,3898,5677,5796and5887;824-661-0060,0200,0309,1492,1627,2018,2833,2953,3225,3807,3817,4642,4661,5034,5268,5526,5776,5805,5849,7263and8171;824-662-1480,2105and2686;824-663-2711,4117and7331;825-660-9979;825-661-6811;825-662-7891and9097;825-663-0139and7439;826-661-Partof3992and8420;826-662-5899;826-663-1603,3002and4301;and827-662-6147"
2017-04-26,17SN0726,Approved,FALSE,797-651-8448
2017-04-26,17SN0737,Approved,FALSE,728-725-Partof6105
2017-04-26,17SN0738,Approved,FALSE,686-665-2775
2017-04-26,17SN0739,Approved,FALSE,782-617-2204
2017-04-26,17SN0740,Approved,FALSE,767-680-0720
2017-04-26,17SN0741,Approved,FALSE,701-686-Partof3250
2017-04-26,17SN0744,Approved,FALSE,782-683-5765
2017-04-26,17SN0751,Approved,FALSE,776-671-9866;777-671-1902and6199;778-671-2430;and778-672-0924
2017-04-26,17SN0764,Approved,FALSE,805-637-0272-1912
2017-04-26,17SN0768,Approved,FALSE,"724-672-4999,5692,6385,7382and8479;and724-673-4105,5523,6138,6420,7213,7806and8805"
2017-04-26,17SN0769,Approved,FALSE,794-657-7210and8115
2017-04-26,17SN0752,Approved,FALSE,777-674-Partof4696
2017-05-24,13SN0132,Approved,FALSE,"770-677-2778,4773and9777;770-678-8131;771-676-9014;771-677-1084,1088,1194,1299,1474,1681,1685,1790,1896,2275,2368,2585,2674,2766,2779,2994,3085,3179,3273,3366,3484,3771,3778,3865,3898,4083,4091,4177,4397,4491,4582and4897;771-678-1303and1900;772-676-2999;and772-677-3568"
2017-05-24,17SN0619,Approved,FALSE,"726-707-0625,0924,0938,1124,1237,1248,1323,1437,1548,1636,1668,1723,1747,1836,1947,1967,1979,2022,2035,2167,2179,2222,2367,2378,2422,2451,2566,2578,2622,2653,2737,2754,2766,2777,2822,2856,2939,2977,3040,3049,3058,3065,3142,3276,3344,3425,3527,3547,3575,3728,3749,3829,3851,3875,3953,4031,4074,4132,4257,4274,4334,4359,4373,4461,4464,4538,4573,4640,4741,4872,4943,5045,5133,5146,5248,5553,5655,5657,5759,5761,5863and5966"
2017-05-24,17SN0602,Approved,TRUE,727-673-1442
2017-05-24,17SN0746,Approved,FALSE,"774-678-7696,7787,7978,8069,8260,8552,9044,9235,9426,9693,9717and9985;774-679-7237,7249,7417,7427,7506,8252,9221,9302,9312,9330,9348and9639;775-677-0299,0490,0581,0758,2445,2864,2892,3073and3083;775-678-0008,0276,0467,0759,1249,1530,2019,2310,2432and2601"
2017-05-24,17SN0747,Approved,FALSE,"742-674-9640;743-675-1352;744-676-1868,6171,6652,6976,6997,7582,7652,8159,8288,8766,8894,9373and9456;744-677-7606and9408;745-676-0182,0252,0270,1597,1753,1878,1888,2069,2359;745-677-0309,1313,2217and2807"
2017-05-24,17SN0749,Approved,FALSE,703-678-9275and705-680-3057
2017-05-24,17SN0754,Approved,FALSE,735-668-8764and736-669-2513
2017-05-24,17SN0757,Approved,FALSE,708-680-5365
2017-05-24,17SN0758,Approved,FALSE,"706-681-4350,4968,5866,6278,6663,7176,7393,7441,7560,7973,8458,8870,8990,9255,9867and9886;706-682-8923and9801;707-681-0352,0784,0798,0964,2061and2578;707-682-0616,2510and5036;707-683-Partof9836;708-681-1902and9258"
2017-05-24,17SN0762,Approved,FALSE,757-696-7547and8070;and758-696-3777
2017-05-24,17SN0766,Approved,FALSE,753-684-Partof4148;755-683-7406;756-683-5406;757-682-0789and3089;757-683-1431and1912
2017-05-24,17SN0770,Approved,FALSE,"780-627-1664;781-627-6398;781-628-1152,2815and8261;781-629-6530and7446;782-628-0047and0285;782-629-0119,1232,1291,2348,3264,4277and5389"
2017-05-24,17SN0774,Approved,FALSE,"724-710-7752,9496and9896;725-710-0295,0695,1095,1494,1894,1979,2270,2278,2294,2366,2368,2462,2464,2478,2560,2654,2657,2678,2693,2750,2752,2846,2848,2878,3037,3093,3135,3177,3233,3329,3331,3364,3427,3554,3652,3749,3940,3993,4038,4136,4232,4234,4330,5687,5784,5880,5976,6072,6168,6264,6360,6456,6553and6748"
2017-05-24,17SN0775,Approved,FALSE,"742-699-8379,9299and9976;742-700-9608;743-699-1282,1593,3689,4692,5594and6496;743-700-0117,1321,1701,2631,3735,3909,4341,4948,5223,5356,5929,6537,6720,6980,7365,7635,7811,8152and9152;744-700-0052,0951,1851,2751and3650"
2017-05-24,17SN0777,Approved,FALSE,"722-656-Partof4899and8576,722-658-Partof3004,8189,8477,8668and9649,723-657-2696and4487,723-658-0535,1205,1228,1377,2250,3414,3801,5619and6401and724-657-0182"
2017-05-24,17SN0781,Approved,FALSE,"744-681-3525,4116and5414"
2017-05-24,17SN0782,Approved,FALSE,784-629-5119;785-627-7187;785-628-6613and7466;and785-629-8607;and786-628-0481
2017-05-24,17SN0788,Approved,FALSE,"812-647-3397and5084;812-648-1413,1855,2304,4148,5859and8097;813-648-0548,1336,1354,2241,2359,2988,3047,3165,3623,3954,3971,4599,4759,4976,5137,5682,5942,7377,8032,8222,8559and9398;813-649-8872and9666;and814-648-0268,1193,1764,1943,1954,3097,3186,3377,3466,3657,3947,4236and1004"
2017-05-24,17SN0789,Approved,FALSE,"735-670-5739,6719and9713"
2017-05-24,17SN0790,Approved,FALSE,"717-714-5888;718-713-3099,3184,3477,3563,3570,3855,4249,4643,4889,4982,5036,5275,5369,5462,5630,5655,5886,5919,6048,6429,6644,6764,6771,6777,6785,7299,7811,8038,8146,8484and8568;and718-714-0248,3601,4303,5005,5803and6501"
2017-06-28,17SN0515,Deferred,FALSE,730-663-3520
2017-06-28,15SN0656,Deferred,TRUE,"724-709-1313,2311,2528,4210,5831,6911and9121;725-709-1125,2064and7635"
2017-06-28,17SN0786,Deferred,FALSE,731-669-3644
2017-06-28,17SN0131,Approved,FALSE,796-659-9898
2017-06-28,17SN0748,Approved,FALSE,755-622-8531and756-620-2777
2017-06-28,17SN0756,Approved,FALSE,824-648-6539and826-648-3681
2017-06-28,17SN0759,Approved,FALSE,747-681-7089;747-682-7022and8276;and748-681-0499
2017-06-28,17SN0772,Approved,FALSE,"731leclo(thiCae10SN0176)ng-relativetohoue17SN0772AMENDED)InCloverHillMagiterialDitrict,requetofApprovedwithAmberleigh,LLCforamendmentofzoningapproval(Cae01SN0120profferedand07SN0365)toamendcahprofferandamendmentofzoningconditionditrictmapinaTownhoueReidential(R-TH)Ditricton19"
2017-06-28,17SN0778,Approved,FALSE,740-668-4012
2017-06-28,17SN0783,Approved,TRUE,"712-689-7324,8374;and712-690-5647"
2017-06-28,17SN0800,Approved,FALSE,728-673-8137and8740
2017-06-28,17SN0776,Approved,FALSE,"708-696-9203,9414and9524;708-697-2334,7781,8891,9513and9599;708-698-0314,0426,1035,1644,2353,2920,3129,3358,3638,4359,5192,5461,7261,7595,8013,8424,8533,8643and9563;708-699-3540,3931,4222,4712,5102,5642,6033,6424,6815,7205,8803and9801;709-695-1693,2875,3363,3487,3998,4454,5449,5488,5577,6738,6771,7086,7938,8069,8359and8383;709-696-0035,0275,0645,1354,2006,2115,2324,2360,2832,3538,3563,4210,4322,4568,4947,5638,5666,5705,6127,6217,7305,8504and9827;709-697-0510,2501and5718;709-698-0008,0518,0728,0738,5980,9179and9853;710-695-0174,0236,0889,2342,3481,3692,4742,5794,7899,8416,8736,8846,9109,9885and9996;710-696-0801,1187,1596,3802,4073,4215,445,45903,6113,7429,7946,8326and8843;710-697-0939and1406;710-698-0770,2167,4843,5353,6745and8869;711-695-0115,0235,0345,1174,,29353055and4083;711-696-0835,1417and3915;711-697-9618;712-695-0532,0572,0846,1261,1490,3014,3254,3292,5339,5775,6548,7688,7857and9267;712-696-0731,1289,1938,2313,3141,3419,3765,4144,4321,5350,5420,5737,6358,6403,6495,6621,6676,7557,7943,8223,8473,9051,9304and9369;712-697-4211and7964;713-695-1176,3186and4795;713-696-0133,0162,0893,0941,1649,1883,1917,2355,2924,3463,3932,4938and6307;and713-697-0721"
2017-06-28,17SN0797,Approved,FALSE,"783-654-9338;784-653-3694;784-654-5053,5979,6781,6884,6886,6988,7091,8765,9199and9698;784-655-8701and9604"
2017-06-28,17SN0779,Approved,FALSE,758-706-1145
2017-06-28,17SN0795,Approved,FALSE,747-676-7726
2017-07-26,17SN0786,Approved,FALSE,731-669-3644
2017-07-26,13SN0529,Approved,FALSE,717-696-8834
2017-07-26,16SN0714,Approved,FALSE,"780-670-6772;780-671-1301,2751and8852"
2017-07-26,17SN0133,Approved,FALSE,796-659-8191
2017-07-26,17SN0548,Approved,FALSE,"740-687-7854and9859;741-687-3984,4499,5168,5888,6298,7394and9176;741-688-1770,2402,and4541;741-689-2305,2813,3520,5592,6911,and6922;741-690-3280,4173,6146,6565,8338and9330;and742-687-0250,and0858"
2017-07-26,17SN0780,Approved,FALSE,"782-611-8184,9285and9556;783-611-0987,1077,1460,2179,2496,2688,4194,4351,4958,5599,5691and5782;and783-612-0475,1423,2014,2205,2251,3055,3564,3623,3814,5226,5235,5354,5409,6731,6740,6949,6959,7014and7204"
2017-07-26,17SN0787,Approved,FALSE,"759-677-4657,4878,7452and9351;759-678-9008;760-677-2053,2072,2975,3787,3857,5655,6790,7572,7653,7788and8683;760-678-0206,2003and9405;and761-677-0395"
2017-07-26,17SN0801,Approved,FALSE,768-695-5303and5618
2017-07-26,17SN0803,Approved,FALSE,"717-671-5461,5767,6172,6478,6662,6684,6968,6989,7273,7579,7885,and8098;718-671-4195,4389,4683,4877,5055,5162,5171,5192,5486and5680;and718-672-0834,1432,2131,2730,3328,3927,4004,4212,4526,4702,4811,5124,5301,5410,5823,5900,6108and6422"
2017-07-26,17SN0808,Approved,FALSE,773-658-5163
2017-07-26,17SN0812,Approved,FALSE,804-653-5649
2017-07-26,15SN0656,Approved,TRUE,"724-709-1313,2311,2528,4210,5831,6911and9121;725-709-1125,2064and7635"
2017-07-26,17SN0601,Denied,FALSE,668-662-2458
2017-07-26,17SN0794,Approved,TRUE,779-654-8629and780-654-3863
2017-08-23,17SN0515,Deferred,FALSE,730-663-3520
2017-08-23,17SN0606,Approved,TRUE,"823-659-3856,6573and9483;823-660-4049;824-659-2386,5689and8890"
2017-08-23,17SN0804,Approved,FALSE,"709-672-6298,6777,7873,8493,8770and9667;709-673-7300,8909and8942;710-672-0493,1213and1262;710-673-1745and2081;710-676-5404and8302;711-674-6374;and711-675-2045,3364,4561,5614,5658,5725,5936,6855,7806,7832and7921"
2017-08-23,17SN0804,Approved,FALSE,731SuburbanReiwillbecontrolledbyzoningconditionorordinancetandard
2017-08-23,17SN0806,Approved,TRUE,787-654-9648and788-654-0240
2017-08-23,17SN0810,Approved,FALSE,740-707-4248
2017-08-23,17SN0817,Approved,FALSE,789-635-6055and6921
2017-08-23,17SN0818,Approved,FALSE,729-692-8021
2017-08-23,17SN0522,Approved,FALSE,"723-656-6642;724-662-5199,6286,6475,6964,8060,8889,9058,9481and9754;724-663-6802,8008,8903and9905;725-661-1086,1178,1574,1996,2670,3192,3765,5064,5772,6280,7086,7767and8498;725-662-0145,0192,0770,1130,1411,1477,1662,1724,1852,1984,2491,2607,2842,3151,3260,3469,3677,3709,4084,4220,4534,4843,5152,5214,5300,5360,5569,5878,6187,6198,6214,6230,6303,6539,6758,7369,8207,8523and8760;725-663-0611,1612,2512,3514,4815and5709;726-658-6384,7382,7999,8281and9382;726-659-7718,7808,9215,9225and9306;726-660-8988and8998;726-661-0381,0760,1177,1757,2074and2955;726-662-0009;727-659-1105,1714and1723;727-661-0606and2807;728-660-6891and8598;728-661-1613,1923,2066,2572,2725,3176,3503,3637,3780,3913,3963,4232,4666,5054,5368,5758,5785,6169,6433,6658,6869,7029,7143,7668,7732,7785,8337,8385,8451,8564,8572,8618,9086,9123,9203,9528,9687,and9949;729-660-0489,and0895;729-661-0133,0173,0312,0358,0365,0717,0749,0932,1446,1704,1757,2109,2243,2461,2492,2515,2821,3127,3194,3561,3739,3946,4255,4373and4585"
2017-08-23,17SN0592,Approved,FALSE,"760-618-9862;761-617-5745;762-616-3473;762-618-7458;763-616-9147;764-617-4550;766-616-8203;766-6184335;767-617-2600and8276;767-619-5626and7931;768-617-9663;768-619-0903;769-616-5571;769-617-2708,7874and9607;769-618-9478;770-617-2262"
2017-08-23,17SN0793,Approved,TRUE,"736-709-2037,2101,2864and4321"
2017-08-23,17SN0802,Approved,FALSE,717-712-Partof0232
2017-08-23,17SN0805,Approved,FALSE,"717-716-5691,6281,6673,6860,7449,7938,8190,8227,8415,9085and9676;717-717-0781,4025,4410,5001,6522,7210,8312and9608;718-715-0071and0888;718-716-0245,0365,1301,1355,1591,1811,2029,2281,2838,2973and3449;and718-717-0602"
2017-09-27,17SN0559,Approved,TRUE,716-659-Partof1987
2017-09-27,17SN0809,Approved,FALSE,752-698-3368
2017-09-27,17SN0824,Approved,FALSE,"716-681-7692and8991;716-682-9114;717-681-0185,1532,1649,1915,2283,2572,3057,3323,4391,4538,4678,5064,5250,6392,7068,8684,9353and9398;717-682-0509,1528,5350,5565,7475,8559and9041;718-681-0276,0448,1475,1645,1692,2969,3454,3495,4182,5174and6498;718-682-0903,3446,6841,6916and7829"
2017-09-27,17SN0826,Approved,TRUE,730-674-Partof6423
2017-09-27,17SN0829,Approved,FALSE,784-681-9852and785-681-1462
2017-09-27,17SN0573,Approved,FALSE,743-708-0983
2017-10-25,17SN0515,Deferred,FALSE,730-663-3520
2017-10-25,17SN0827,Deferred,TRUE,791-636-4209
2017-10-25,17SN0828,Deferred,TRUE,792-633-4486
2017-10-25,18SN0519,Deferred,FALSE,"769-662-7458;770-662-1443,1615,3320and3511"
2017-10-25,17SN0798,Approved,FALSE,780-618-7294;and780-619-6300and6662
2017-10-25,17SN0815,Approved,FALSE,781-651-7806and9057
2017-10-25,17SN0816,Approved,FALSE,762-700-4422
2017-10-25,17SN0821,Approved,FALSE,699-689-9908;701-689-2601and3491
2017-10-25,18SN0500,Approved,FALSE,781-653-4792
2017-10-25,18SN0509,Approved,TRUE,709-683-2119
2017-10-25,18SN0516,Approved,FALSE,773-676-0229
2017-10-25,18SN0521,Approved,FALSE,796-668-9894and796-669-9506
2017-10-25,18SN0528,Approved,FALSE,735-717-1405
2017-11-15,18SN0519,Deferred,FALSE,"769-662-7458;770-662-1443,1615,3320and3511"
2017-11-15,16SN0591,Approved,FALSE,731-685-8002and732-685-4864
2017-11-15,17SN0820,Approved,FALSE,"706-683-7991;706-685-3851;707-684-2428,3359,4024,4073,4440,4750,5122,5639,6123,6739,7023,7080,7158,8514,8633,9211;707-685-2535,3747,4632,5338,8583;708-683-4178and4795;708-684-0204,0263,1618,1946,2236,2327,3210,3802;708-685-1535,1821,and1922;711-684-2838"
2017-11-15,17SN0820,Approved,FALSE,"728-627-4598and9068;728-628-7504;729-628-4733,6993,7850and9017;729-629-6208,9181;730-621-7498and9487;730-622-2569,4133,5814and6599;730-626-6690;730-627-4329;730-628-0760and0807;730-629-3107,3427,5876and7688;730-631-6820;731-621-1572,4778and7494;731-622-1353,3744,5948and9613;731-623-0881and7418;731-624-5192and9770;731-625-8007;731-627-1373and4897;732-623-0229,1536and3456;732-624-1967;732-629-7586;732-630-8839and8995;732-631-9520;733-624-1157;733-625-3045;733-626-0252;733-631-1920;734-624-2178;734-625-2553;736-624-1977,7504and8542;737-624-5558;737-626-0331;738-627-8466;739-627-0517"
2017-11-15,17SN0825,Deferred,TRUE,815-649-7366
2017-11-15,18SN0526,Approved,FALSE,737-678-1671and8211;737-679-1634;and738-679-Partof2769
2017-11-15,18SN0532,Approved,FALSE,743-684-7608
2017-11-15,18SN0533,Approved,FALSE,790-685-8378and8758
2017-11-15,18SN0544,Approved,FALSE,734-683-9441;735-681-5954;735-684-6406;and7967;735-685-5303;736-683-3056;736-685-1540;and2144;737-682-9762;and737-683-2003
2017-11-15,18SN0574,Approved,FALSE,792-639-2338
2017-11-15,17SN0784,Approved,FALSE,745-710-3080
2017-11-15,18SN0508,Approved,TRUE,"776-652-0051,1462,2477,3293and6427;and777-652-2272"
2017-11-15,18SN0510,Approved,FALSE,817-655-2577
2017-11-15,18SN0518,Approved,FALSE,726-727-7128
2017-12-13,18SN0531,,FALSE,766-676-4992
2017-12-13,17SN0515,,FALSE,730-663-3520
2017-12-13,18RW0147,Deferred,FALSE,#735-725-6651
2017-12-13,17SN0825,Approved,TRUE,815-649-7366
2017-12-13,18SN0534,Approved,TRUE,811-648-8048;812-648-1287;and812-649-0346and6432
2017-12-13,18SN0535,Approved,FALSE,752-697-7007
2017-12-13,18SN0582,Approved,FALSE,774-639-9670
2017-12-13,18SN0595,Approved,FALSE,715-711-0031
2017-12-13,18SN0596,Approved,TRUE,740-679-9746and741-679-1173
2017-12-13,17SN0598,Approved,TRUE,"758-628-6726,760-628-2105and760-629-3608"
2017-12-13,18SN0581,Approved,FALSE,797-655-6717
2014-06-25,14SN0554,Deferred,FALSE,7996617476
2014-06-25,14HP0147,Approved,FALSE,786-664-6124
2014-06-25,14RW0207,Approved,FALSE,#760-675-4351
2014-06-25,14SN0566,Approved,FALSE,807-653-4067
2014-06-25,14SN0568,Approved,FALSE,755-686-9399
2014-06-25,14SN0569,Approved,TRUE,774-681-6212and8720
2014-06-25,14SN0570,Approved,FALSE,785-670-Partof7367;786-669-0085;786-670-4173and4249
2014-06-25,13SN0527,Approved,TRUE,"775-686-5943,8044,8720and9744;776-686-1206,1722and1746"
2014-06-25,14SN0571,Approved,FALSE,741-665-3042
2014-06-25,14SN0572,Deferred,FALSE,716-697-3404
